"sample","fastq_1","fastq_2","accession","run_accession","experiment_accession","sample_accession","secondary_sample_accession","study_accession","secondary_study_accession","parent_study","submission_accession","run_alias","experiment_alias","sample_alias","study_alias","library_layout","library_selection","library_source","library_strategy","library_name","instrument_model","instrument_platform","base_count","read_count","tax_id","scientific_name","sample_title","experiment_title","study_title","description","sample_description","fastq_md5","fastq_bytes","fastq_ftp","fastq_galaxy","fastq_aspera"
"SRX17661472","./fastq/SRX17661472_SRR21661747_1.fastq.gz","./fastq/SRX17661472_SRR21661747_2.fastq.gz","SAMN30952843","SRR21661747","SRX17661472","SAMN30952843","SRS15193597","PRJNA882848","SRP398487","PRJNA882836;PRJNA884467","SRA1502963","GSM6595823_r1","GSM6595823_r1","GSM6595823","GSE213885","PAIRED","cDNA","TRANSCRIPTOMIC","RNA-Seq","GSM6595823","Illumina NovaSeq 6000","ILLUMINA","8159758536","27019068","141969","Oscheius tipulae","100-150 cell, embryo, biol rep 1","Illumina NovaSeq 6000 sequencing; GSM6595823: 100-150 cell, embryo, biol rep 1; Oscheius tipulae; RNA-Seq","The Nematode Oscheius tipulae as A Genetic Model for Programmed DNA Elimination [RNA-seq]","Illumina NovaSeq 6000 sequencing; GSM6595823: 100-150 cell, embryo, biol rep 1; Oscheius tipulae; RNA-Seq","100-150 cell, embryo, biol rep 1","affb94ae8b973a329fbe4860facb1b8c;067b19b5d387a1e5733fc80d072626db","1673159923;1663104799","ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/047/SRR21661747/SRR21661747_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/047/SRR21661747/SRR21661747_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/047/SRR21661747/SRR21661747_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/047/SRR21661747/SRR21661747_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR216/047/SRR21661747/SRR21661747_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR216/047/SRR21661747/SRR21661747_2.fastq.gz"
"SRX17661473","./fastq/SRX17661473_SRR21661746_1.fastq.gz","./fastq/SRX17661473_SRR21661746_2.fastq.gz","SAMN30952842","SRR21661746","SRX17661473","SAMN30952842","SRS15193598","PRJNA882848","SRP398487","PRJNA882836;PRJNA884467","SRA1502963","GSM6595824_r1","GSM6595824_r1","GSM6595824","GSE213885","PAIRED","cDNA","TRANSCRIPTOMIC","RNA-Seq","GSM6595824","Illumina NovaSeq 6000","ILLUMINA","16892595896","55935748","141969","Oscheius tipulae","150-200 cell, embryo, biol rep 1","Illumina NovaSeq 6000 sequencing; GSM6595824: 150-200 cell, embryo, biol rep 1; Oscheius tipulae; RNA-Seq","The Nematode Oscheius tipulae as A Genetic Model for Programmed DNA Elimination [RNA-seq]","Illumina NovaSeq 6000 sequencing; GSM6595824: 150-200 cell, embryo, biol rep 1; Oscheius tipulae; RNA-Seq","150-200 cell, embryo, biol rep 1","f442dc1deb07324c4a017ad35a9fa520;b0907c5b6e2d2a3cd7f3b9872593895a","3427071496;3465921639","ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/046/SRR21661746/SRR21661746_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/046/SRR21661746/SRR21661746_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/046/SRR21661746/SRR21661746_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/046/SRR21661746/SRR21661746_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR216/046/SRR21661746/SRR21661746_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR216/046/SRR21661746/SRR21661746_2.fastq.gz"
"SRX17661474","./fastq/SRX17661474_SRR21661745_1.fastq.gz","./fastq/SRX17661474_SRR21661745_2.fastq.gz","SAMN30952841","SRR21661745","SRX17661474","SAMN30952841","SRS15193599","PRJNA882848","SRP398487","PRJNA882836;PRJNA884467","SRA1502963","GSM6595825_r1","GSM6595825_r1","GSM6595825","GSE213885","PAIRED","cDNA","TRANSCRIPTOMIC","RNA-Seq","GSM6595825","Illumina NovaSeq 6000","ILLUMINA","16129843556","53410078","141969","Oscheius tipulae","L1 Larvae, whole worm, biol rep 1","Illumina NovaSeq 6000 sequencing; GSM6595825: L1 Larvae, whole worm, biol rep 1; Oscheius tipulae; RNA-Seq","The Nematode Oscheius tipulae as A Genetic Model for Programmed DNA Elimination [RNA-seq]","Illumina NovaSeq 6000 sequencing; GSM6595825: L1 Larvae, whole worm, biol rep 1; Oscheius tipulae; RNA-Seq","L1 Larvae, whole worm, biol rep 1","5330f9183cbca0a0668b0f1baac1fc79;cecc71e3bb00e7751b3a429bf90eeb94","2831442377;2730393566","ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/045/SRR21661745/SRR21661745_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/045/SRR21661745/SRR21661745_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/045/SRR21661745/SRR21661745_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/045/SRR21661745/SRR21661745_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR216/045/SRR21661745/SRR21661745_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR216/045/SRR21661745/SRR21661745_2.fastq.gz"
"SRX17661475","./fastq/SRX17661475_SRR21661744_1.fastq.gz","./fastq/SRX17661475_SRR21661744_2.fastq.gz","SAMN30952840","SRR21661744","SRX17661475","SAMN30952840","SRS15193600","PRJNA882848","SRP398487","PRJNA882836;PRJNA884467","SRA1502963","GSM6595826_r1","GSM6595826_r1","GSM6595826","GSE213885","PAIRED","cDNA","TRANSCRIPTOMIC","RNA-Seq","GSM6595826","Illumina NovaSeq 6000","ILLUMINA","26455939598","87602449","141969","Oscheius tipulae","L1 Larvae, whole worm, biol rep 2","Illumina NovaSeq 6000 sequencing; GSM6595826: L1 Larvae, whole worm, biol rep 2; Oscheius tipulae; RNA-Seq","The Nematode Oscheius tipulae as A Genetic Model for Programmed DNA Elimination [RNA-seq]","Illumina NovaSeq 6000 sequencing; GSM6595826: L1 Larvae, whole worm, biol rep 2; Oscheius tipulae; RNA-Seq","L1 Larvae, whole worm, biol rep 2","eb4aa706731d9eeedaa83eeb08ace944;d558baa1cc8238a69ded2399f128680d","5130547275;5049473212","ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/044/SRR21661744/SRR21661744_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/044/SRR21661744/SRR21661744_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/044/SRR21661744/SRR21661744_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/044/SRR21661744/SRR21661744_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR216/044/SRR21661744/SRR21661744_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR216/044/SRR21661744/SRR21661744_2.fastq.gz"
"SRX17661476","./fastq/SRX17661476_SRR21661743_1.fastq.gz","./fastq/SRX17661476_SRR21661743_2.fastq.gz","SAMN30952839","SRR21661743","SRX17661476","SAMN30952839","SRS15193601","PRJNA882848","SRP398487","PRJNA882836;PRJNA884467","SRA1502963","GSM6595827_r1","GSM6595827_r1","GSM6595827","GSE213885","PAIRED","cDNA","TRANSCRIPTOMIC","RNA-Seq","GSM6595827","Illumina NovaSeq 6000","ILLUMINA","16370016908","54205354","141969","Oscheius tipulae","L1 Larvae, whole worm, biol rep 3","Illumina NovaSeq 6000 sequencing; GSM6595827: L1 Larvae, whole worm, biol rep 3; Oscheius tipulae; RNA-Seq","The Nematode Oscheius tipulae as A Genetic Model for Programmed DNA Elimination [RNA-seq]","Illumina NovaSeq 6000 sequencing; GSM6595827: L1 Larvae, whole worm, biol rep 3; Oscheius tipulae; RNA-Seq","L1 Larvae, whole worm, biol rep 3","fa2dc4ffb806677f53ad7136a155f05a;8f51775a3ee1215be6676116623a02b3","3061318077;3115811772","ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/043/SRR21661743/SRR21661743_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/043/SRR21661743/SRR21661743_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/043/SRR21661743/SRR21661743_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/043/SRR21661743/SRR21661743_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR216/043/SRR21661743/SRR21661743_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR216/043/SRR21661743/SRR21661743_2.fastq.gz"
"SRX17661477","./fastq/SRX17661477_SRR21661742_1.fastq.gz","./fastq/SRX17661477_SRR21661742_2.fastq.gz","SAMN30952838","SRR21661742","SRX17661477","SAMN30952838","SRS15193602","PRJNA882848","SRP398487","PRJNA882836;PRJNA884467","SRA1502963","GSM6595828_r1","GSM6595828_r1","GSM6595828","GSE213885","PAIRED","cDNA","TRANSCRIPTOMIC","RNA-Seq","GSM6595828","Illumina NovaSeq 6000","ILLUMINA","21456592942","71048321","141969","Oscheius tipulae","L2 Larvae, whole worm, biol rep 2","Illumina NovaSeq 6000 sequencing; GSM6595828: L2 Larvae, whole worm, biol rep 2; Oscheius tipulae; RNA-Seq","The Nematode Oscheius tipulae as A Genetic Model for Programmed DNA Elimination [RNA-seq]","Illumina NovaSeq 6000 sequencing; GSM6595828: L2 Larvae, whole worm, biol rep 2; Oscheius tipulae; RNA-Seq","L2 Larvae, whole worm, biol rep 2","ad7c2ac0bf9df1496b7ef7e855534e4c;8eedf16c06e05a0cdd912ff4900427b6","3606928130;3636257362","ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/042/SRR21661742/SRR21661742_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/042/SRR21661742/SRR21661742_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/042/SRR21661742/SRR21661742_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/042/SRR21661742/SRR21661742_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR216/042/SRR21661742/SRR21661742_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR216/042/SRR21661742/SRR21661742_2.fastq.gz"
"SRX17661478","./fastq/SRX17661478_SRR21661741_1.fastq.gz","./fastq/SRX17661478_SRR21661741_2.fastq.gz","SAMN30952837","SRR21661741","SRX17661478","SAMN30952837","SRS15193603","PRJNA882848","SRP398487","PRJNA882836;PRJNA884467","SRA1502963","GSM6595829_r1","GSM6595829_r1","GSM6595829","GSE213885","PAIRED","cDNA","TRANSCRIPTOMIC","RNA-Seq","GSM6595829","Illumina NovaSeq 6000","ILLUMINA","2475508496","8197048","141969","Oscheius tipulae","L2 Larvae, whole worm, biol rep 3","Illumina NovaSeq 6000 sequencing; GSM6595829: L2 Larvae, whole worm, biol rep 3; Oscheius tipulae; RNA-Seq","The Nematode Oscheius tipulae as A Genetic Model for Programmed DNA Elimination [RNA-seq]","Illumina NovaSeq 6000 sequencing; GSM6595829: L2 Larvae, whole worm, biol rep 3; Oscheius tipulae; RNA-Seq","L2 Larvae, whole worm, biol rep 3","567725f0340b249d6b408d7b7a3d8b9e;5d69896100c4c26da79b7b5cec279bfd","449743196;440412507","ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/041/SRR21661741/SRR21661741_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/041/SRR21661741/SRR21661741_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/041/SRR21661741/SRR21661741_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/041/SRR21661741/SRR21661741_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR216/041/SRR21661741/SRR21661741_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR216/041/SRR21661741/SRR21661741_2.fastq.gz"
"SRX17661479","./fastq/SRX17661479_SRR21661740_1.fastq.gz","./fastq/SRX17661479_SRR21661740_2.fastq.gz","SAMN30952828","SRR21661740","SRX17661479","SAMN30952828","SRS15193604","PRJNA882848","SRP398487","PRJNA882836;PRJNA884467","SRA1502963","GSM6595838_r1","GSM6595838_r1","GSM6595838","GSE213885","PAIRED","cDNA","TRANSCRIPTOMIC","RNA-Seq","GSM6595838","Illumina NovaSeq 6000","ILLUMINA","3800435044","12584222","141969","Oscheius tipulae","Male Adult, whole worm, biol rep 1","Illumina NovaSeq 6000 sequencing; GSM6595838: Male Adult, whole worm, biol rep 1; Oscheius tipulae; RNA-Seq","The Nematode Oscheius tipulae as A Genetic Model for Programmed DNA Elimination [RNA-seq]","Illumina NovaSeq 6000 sequencing; GSM6595838: Male Adult, whole worm, biol rep 1; Oscheius tipulae; RNA-Seq","Male Adult, whole worm, biol rep 1","a7293be39bfdc6d51246838ae6489f69;aba1bec0e1f38d7cfe990b59868d70bf","753081189;737547825","ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/040/SRR21661740/SRR21661740_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/040/SRR21661740/SRR21661740_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/040/SRR21661740/SRR21661740_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/040/SRR21661740/SRR21661740_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR216/040/SRR21661740/SRR21661740_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR216/040/SRR21661740/SRR21661740_2.fastq.gz"
"SRX17661480","./fastq/SRX17661480_SRR21661739_1.fastq.gz","./fastq/SRX17661480_SRR21661739_2.fastq.gz","SAMN30952827","SRR21661739","SRX17661480","SAMN30952827","SRS15193605","PRJNA882848","SRP398487","PRJNA882836;PRJNA884467","SRA1502963","GSM6595839_r1","GSM6595839_r1","GSM6595839","GSE213885","PAIRED","cDNA","TRANSCRIPTOMIC","RNA-Seq","GSM6595839","Illumina NovaSeq 6000","ILLUMINA","12564102980","41602990","141969","Oscheius tipulae","Male Adult, whole worm, biol rep 2","Illumina NovaSeq 6000 sequencing; GSM6595839: Male Adult, whole worm, biol rep 2; Oscheius tipulae; RNA-Seq","The Nematode Oscheius tipulae as A Genetic Model for Programmed DNA Elimination [RNA-seq]","Illumina NovaSeq 6000 sequencing; GSM6595839: Male Adult, whole worm, biol rep 2; Oscheius tipulae; RNA-Seq","Male Adult, whole worm, biol rep 2","9fff2945a48c0dfee71f13525196d052;df3b6fa900daf2798239e5d18bcd115f","2421135373;2451108465","ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/039/SRR21661739/SRR21661739_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/039/SRR21661739/SRR21661739_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/039/SRR21661739/SRR21661739_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/039/SRR21661739/SRR21661739_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR216/039/SRR21661739/SRR21661739_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR216/039/SRR21661739/SRR21661739_2.fastq.gz"
"SRX17661481","./fastq/SRX17661481_SRR21661738_1.fastq.gz","./fastq/SRX17661481_SRR21661738_2.fastq.gz","SAMN30952826","SRR21661738","SRX17661481","SAMN30952826","SRS15193606","PRJNA882848","SRP398487","PRJNA882836;PRJNA884467","SRA1502963","GSM6595840_r1","GSM6595840_r1","GSM6595840","GSE213885","PAIRED","cDNA","TRANSCRIPTOMIC","RNA-Seq","GSM6595840","Illumina NovaSeq 6000","ILLUMINA","16956220048","56146424","141969","Oscheius tipulae","Dauer, whole worm, biol rep 1","Illumina NovaSeq 6000 sequencing; GSM6595840: Dauer, whole worm, biol rep 1; Oscheius tipulae; RNA-Seq","The Nematode Oscheius tipulae as A Genetic Model for Programmed DNA Elimination [RNA-seq]","Illumina NovaSeq 6000 sequencing; GSM6595840: Dauer, whole worm, biol rep 1; Oscheius tipulae; RNA-Seq","Dauer, whole worm, biol rep 1","1d751a2bd56fe3f6f3266a67d3ebcb9c;add0b174420810441b18a0745c4d548b","3321036556;3379112117","ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/038/SRR21661738/SRR21661738_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/038/SRR21661738/SRR21661738_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/038/SRR21661738/SRR21661738_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/038/SRR21661738/SRR21661738_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR216/038/SRR21661738/SRR21661738_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR216/038/SRR21661738/SRR21661738_2.fastq.gz"
"SRX17661482","./fastq/SRX17661482_SRR21661737_1.fastq.gz","./fastq/SRX17661482_SRR21661737_2.fastq.gz","SAMN30952825","SRR21661737","SRX17661482","SAMN30952825","SRS15193607","PRJNA882848","SRP398487","PRJNA882836;PRJNA884467","SRA1502963","GSM6595841_r1","GSM6595841_r1","GSM6595841","GSE213885","PAIRED","cDNA","TRANSCRIPTOMIC","RNA-Seq","GSM6595841","Illumina NovaSeq 6000","ILLUMINA","2717382108","8997954","141969","Oscheius tipulae","Dauer, whole worm, biol rep 2","Illumina NovaSeq 6000 sequencing; GSM6595841: Dauer, whole worm, biol rep 2; Oscheius tipulae; RNA-Seq","The Nematode Oscheius tipulae as A Genetic Model for Programmed DNA Elimination [RNA-seq]","Illumina NovaSeq 6000 sequencing; GSM6595841: Dauer, whole worm, biol rep 2; Oscheius tipulae; RNA-Seq","Dauer, whole worm, biol rep 2","377373b17a9cbbe82328356b802acd1d;1f63878f70d5842a4ef631df79da3ad8","466516641;442872562","ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/037/SRR21661737/SRR21661737_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/037/SRR21661737/SRR21661737_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/037/SRR21661737/SRR21661737_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/037/SRR21661737/SRR21661737_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR216/037/SRR21661737/SRR21661737_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR216/037/SRR21661737/SRR21661737_2.fastq.gz"
"SRX17661483","./fastq/SRX17661483_SRR21661736_1.fastq.gz","./fastq/SRX17661483_SRR21661736_2.fastq.gz","SAMN30952824","SRR21661736","SRX17661483","SAMN30952824","SRS15193608","PRJNA882848","SRP398487","PRJNA882836;PRJNA884467","SRA1502963","GSM6595842_r1","GSM6595842_r1","GSM6595842","GSE213885","PAIRED","cDNA","TRANSCRIPTOMIC","RNA-Seq","GSM6595842","Illumina NovaSeq 6000","ILLUMINA","23210540086","76856093","141969","Oscheius tipulae","Post-dauer L3, whole worm, biol rep 1","Illumina NovaSeq 6000 sequencing; GSM6595842: Post-dauer L3, whole worm, biol rep 1; Oscheius tipulae; RNA-Seq","The Nematode Oscheius tipulae as A Genetic Model for Programmed DNA Elimination [RNA-seq]","Illumina NovaSeq 6000 sequencing; GSM6595842: Post-dauer L3, whole worm, biol rep 1; Oscheius tipulae; RNA-Seq","Post-dauer L3, whole worm, biol rep 1","2d2a57de476c1a78187ec4e47eff98fc;6d0b6778781b8bda28cf5dc716d967f5","4340392250;4222734232","ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/036/SRR21661736/SRR21661736_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/036/SRR21661736/SRR21661736_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/036/SRR21661736/SRR21661736_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/036/SRR21661736/SRR21661736_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR216/036/SRR21661736/SRR21661736_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR216/036/SRR21661736/SRR21661736_2.fastq.gz"
"SRX17661484","./fastq/SRX17661484_SRR21661735_1.fastq.gz","./fastq/SRX17661484_SRR21661735_2.fastq.gz","SAMN30952823","SRR21661735","SRX17661484","SAMN30952823","SRS15193609","PRJNA882848","SRP398487","PRJNA882836;PRJNA884467","SRA1502963","GSM6595843_r1","GSM6595843_r1","GSM6595843","GSE213885","PAIRED","cDNA","TRANSCRIPTOMIC","RNA-Seq","GSM6595843","Illumina NovaSeq 6000","ILLUMINA","2692889002","8916851","141969","Oscheius tipulae","Post-dauer L3, whole worm, biol rep 2","Illumina NovaSeq 6000 sequencing; GSM6595843: Post-dauer L3, whole worm, biol rep 2; Oscheius tipulae; RNA-Seq","The Nematode Oscheius tipulae as A Genetic Model for Programmed DNA Elimination [RNA-seq]","Illumina NovaSeq 6000 sequencing; GSM6595843: Post-dauer L3, whole worm, biol rep 2; Oscheius tipulae; RNA-Seq","Post-dauer L3, whole worm, biol rep 2","8dad2b4e1b83ecbf99836abad80d05c6;5aa291765faa30b28a5ce502d01f3338","553128214;553270121","ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/035/SRR21661735/SRR21661735_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/035/SRR21661735/SRR21661735_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/035/SRR21661735/SRR21661735_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/035/SRR21661735/SRR21661735_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR216/035/SRR21661735/SRR21661735_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR216/035/SRR21661735/SRR21661735_2.fastq.gz"
"SRX17661485","./fastq/SRX17661485_SRR21661734_1.fastq.gz","./fastq/SRX17661485_SRR21661734_2.fastq.gz","SAMN30952822","SRR21661734","SRX17661485","SAMN30952822","SRS15193610","PRJNA882848","SRP398487","PRJNA882836;PRJNA884467","SRA1502963","GSM6595844_r1","GSM6595844_r1","GSM6595844","GSE213885","PAIRED","cDNA","TRANSCRIPTOMIC","RNA-Seq","GSM6595844","Illumina NovaSeq 6000","ILLUMINA","17066922678","56512989","141969","Oscheius tipulae","Post-dauer L4, whole worm, biol rep 1","Illumina NovaSeq 6000 sequencing; GSM6595844: Post-dauer L4, whole worm, biol rep 1; Oscheius tipulae; RNA-Seq","The Nematode Oscheius tipulae as A Genetic Model for Programmed DNA Elimination [RNA-seq]","Illumina NovaSeq 6000 sequencing; GSM6595844: Post-dauer L4, whole worm, biol rep 1; Oscheius tipulae; RNA-Seq","Post-dauer L4, whole worm, biol rep 1","4f494036f71052ab56545302e10561d4;472b55e018b8047ce9cea77d09e926f4","3458435561;3542005804","ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/034/SRR21661734/SRR21661734_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/034/SRR21661734/SRR21661734_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/034/SRR21661734/SRR21661734_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/034/SRR21661734/SRR21661734_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR216/034/SRR21661734/SRR21661734_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR216/034/SRR21661734/SRR21661734_2.fastq.gz"
"SRX17661486","./fastq/SRX17661486_SRR21661733_1.fastq.gz","./fastq/SRX17661486_SRR21661733_2.fastq.gz","SAMN30952821","SRR21661733","SRX17661486","SAMN30952821","SRS15193611","PRJNA882848","SRP398487","PRJNA882836;PRJNA884467","SRA1502963","GSM6595845_r1","GSM6595845_r1","GSM6595845","GSE213885","PAIRED","cDNA","TRANSCRIPTOMIC","RNA-Seq","GSM6595845","Illumina NovaSeq 6000","ILLUMINA","2108210358","6980829","141969","Oscheius tipulae","Post-dauer L4, whole worm, biol rep 2","Illumina NovaSeq 6000 sequencing; GSM6595845: Post-dauer L4, whole worm, biol rep 2; Oscheius tipulae; RNA-Seq","The Nematode Oscheius tipulae as A Genetic Model for Programmed DNA Elimination [RNA-seq]","Illumina NovaSeq 6000 sequencing; GSM6595845: Post-dauer L4, whole worm, biol rep 2; Oscheius tipulae; RNA-Seq","Post-dauer L4, whole worm, biol rep 2","2c796af5651e17e7bbde0466ca843829;c5a82b7dd160cdb2a5e90b603aec8d66","444068125;442047258","ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/033/SRR21661733/SRR21661733_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/033/SRR21661733/SRR21661733_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/033/SRR21661733/SRR21661733_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/033/SRR21661733/SRR21661733_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR216/033/SRR21661733/SRR21661733_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR216/033/SRR21661733/SRR21661733_2.fastq.gz"
"SRX17661487","./fastq/SRX17661487_SRR21661732_1.fastq.gz","./fastq/SRX17661487_SRR21661732_2.fastq.gz","SAMN30952852","SRR21661732","SRX17661487","SAMN30952852","SRS15193612","PRJNA882848","SRP398487","PRJNA882836;PRJNA884467","SRA1502963","GSM6595814_r1","GSM6595814_r1","GSM6595814","GSE213885","PAIRED","cDNA","TRANSCRIPTOMIC","RNA-Seq","GSM6595814","Illumina NovaSeq 6000","ILLUMINA","15359248276","50858438","141969","Oscheius tipulae","8-16 cell, embryo, biol rep 3","Illumina NovaSeq 6000 sequencing; GSM6595814: 8-16 cell, embryo, biol rep 3; Oscheius tipulae; RNA-Seq","The Nematode Oscheius tipulae as A Genetic Model for Programmed DNA Elimination [RNA-seq]","Illumina NovaSeq 6000 sequencing; GSM6595814: 8-16 cell, embryo, biol rep 3; Oscheius tipulae; RNA-Seq","8-16 cell, embryo, biol rep 3","72bf8f9f8ef4b9a7022970fd426aecdf;350f34985f50fb31eb740916d36cf6db","2649769966;2698760776","ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/032/SRR21661732/SRR21661732_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/032/SRR21661732/SRR21661732_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/032/SRR21661732/SRR21661732_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR216/032/SRR21661732/SRR21661732_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR216/032/SRR21661732/SRR21661732_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR216/032/SRR21661732/SRR21661732_2.fastq.gz"
