tx	gene_id	SRX17661462	SRX17661463	SRX17661464	SRX17661465	SRX17661466	SRX17661467	SRX17661468	SRX17661469	SRX17661470	SRX17661471	SRX17661472	SRX17661473	SRX17661474	SRX17661475	SRX17661476	SRX17661477	SRX17661478	SRX17661479	SRX17661480	SRX17661481	SRX17661482	SRX17661483	SRX17661484	SRX17661485	SRX17661486	SRX17661487	SRX17661488	SRX17661489	SRX17661490	SRX17661491	SRX17661492	SRX17661493	SRX17661494	SRX17661495	SRX17661496	SRX17661497	SRX17661498	SRX17661499	SRX17661500	SRX17661501	SRX17661502	SRX17661503	SRX17661504	SRX17661505	SRX17661506	SRX17661507	SRX17661508	SRX17661509	SRX3196051	SRX3196052
g13104.t1	g13104	1.466514	0	0	1.254089	0	0	0.9419	0.387787	0.605505	1.933332	0	1.229605	10.689604	38.366004	83.376803	125.409867	87.203695	11.99396	18.683672	169.449434	113.157298	24.090832	78.773456	12.130953	75.320677	0	1.191748	0	0	0	0	0.867292	0	73.059841	80.158672	18.471904	153.37956	0	60.111994	66.310253	170.12739	62.496119	88.35027	83.754438	11.776558	67.902518	26.715913	93.093737	0	0
g13105.t1	g13105	0.804056	1.87688	1.134065	1.840869	2.268289	3.40178	2.630887	2.393562	2.12724	4.113197	6.238561	6.620125	16.835334	89.490625	51.533689	66.820659	94.209751	29.148961	27.0381	60.32903	73.784203	61.222062	47.407559	47.125453	72.066299	3.176294	3.171735	2.946519	1.130184	2.895525	3.3375	4.861598	4.324912	21.517188	46.344571	80.204507	84.349712	27.264872	31.879621	34.817757	58.910539	80.952192	43.349609	51.188217	33.304066	22.830108	12.121783	18.048997	3.448871	7.742724
g13106.t1	g13106	212.552864	313.554743	236.490613	167.960057	256.897768	164.58502	161.360024	180.897204	130.21239	77.132475	58.801681	80.057146	122.542209	11.932578	28.811303	11.41269	28.408092	63.599594	91.176852	35.857809	84.780428	21.545258	48.40655	49.807535	86.914391	150.739209	123.671293	107.171378	94.312591	149.153654	87.384191	76.724425	66.985199	38.760306	74.092623	52.604418	66.923391	38.470249	114.417453	111.879109	28.935097	23.383762	45.682362	43.6086	185.607108	108.999397	159.72737	128.351718	67.68838	78.902609
g13107.t1	g13107	367.754135	670.361016	264.153665	264.631163	350.363535	156.975877	255.490444	277.90486	111.249351	87.225942	71.218688	91.819074	269.83002	48.263622	108.091187	83.776548	83.850127	295.814743	287.009945	126.655771	246.459464	104.298469	217.582338	188.581583	317.631674	254.720472	204.119271	77.268515	69.307524	204.56714	68.751568	79.900105	46.380765	20.248272	327.214819	123.800622	230.062808	167.930208	535.658777	524.932434	96.222466	145.600315	189.677345	200.063406	574.559645	531.996612	865.147621	668.935378	707.745054	736.592822
g13108.t2	g13108	0.440922	0.122118	0	0.102131	0	1.998665	0.24171	0.659144	0.734874	0.641412	0.786746	0.198586	8.674102	28.889442	16.357546	17.229827	32.692042	39.640651	26.074226	16.251014	16.089197	27.398782	16.701342	34.943821	10.08944	0.691018	0.388035	1.925911	0	0.474093	0.884176	0.802637	1.444002	11.879485	22.297748	22.498173	13.962068	2.963652	11.801697	12.250084	31.175877	21.527461	17.852112	23.532656	8.1331	12.610755	4.131204	11.175244	0	3.976356
g13109.t1	g13109	0	0.578206	0	0.261239	0	0	0.200464	0	0.127918	0.604929	0	0.159918	0.503694	1.407264	0.711373	4.538994	8.054188	0	1.556482	7.629197	0	15.313075	0	2.977926	0	0	1.313193	2.359705	0	0	6.393094	0	0	48.955793	0	6.600478	0	0	0	0	7.364902	0	0	0	0	0	0	0	0	0
g1311.t1	g1311	10.217075	4.994789	11.683091	13.716164	9.320324	13.309433	17.292811	15.003339	26.684059	85.686005	110.675319	83.655983	30.720106	46.844095	24.6607	37.704835	53.966656	35.459066	29.295501	42.78393	35.777649	28.497285	35.253833	31.216291	38.356134	20.934346	33.988112	45.898561	12.311562	26.783633	72.242444	80.15805	116.033112	14.116505	44.489263	36.765215	52.85063	65.354503	34.364607	37.582809	41.39832	38.922015	31.354447	31.048778	28.100895	24.877955	11.449923	24.747231	0	2.801639
g13110.t1	g13110	0	0.628395	0	0.57334	0.97901	2.073892	0	2.516894	0	0.332122	0	0	0.547547	0	1.564189	1.981457	0	0	0	3.802408	10.827271	9.609901	0	2.172631	1.596586	0	0	2.57484	0.542805	3.036472	0	0.299202	0	8.107414	1.664216	4.335135	0	0	0	0	0.732733	2.515	1.447644	1.536097	0	0	0	0	0	0
g13111.t1	g13111	3.913916	5.796032	7.343839	7.642369	12.600359	15.95066	14.644049	20.682121	17.816135	37.227516	34.349488	38.132999	15.307311	2.241652	3.341411	6.711677	1.154412	6.358877	3.450485	4.357016	4.41689	10.412477	3.340757	2.870469	2.867522	20.166795	48.505004	33.227539	10.315223	41.145333	46.297299	34.618907	55.623165	8.942444	3.030942	1.775046	1.161882	42.883083	3.266714	8.754615	5.014512	2.636053	2.816805	2.900948	1.569246	1.836967	0.684792	0.655624	0	1.894235
g13112.t1	g13112	0.165667	0	0	0.762609	0	0	0.295371	0	0.187573	0	0.529288	0.237851	0	0	0	0.336857	0	32.753813	59.149792	11.195962	11.248341	5.489421	0	1.456197	0	0	0.196759	3.496125	0	0.705861	1.586739	0.19939	1.708953	15.909205	4.527008	0.965146	0	0	0	1.46701	0	0	0.413752	0	0	3.272102	0	5.99774	0	0
g13113.t1	g13113	0	0.108979	0	0.045478	0	0	0.143611	0	0.022575	0.311436	0	0.059044	0	0.690622	0.079069	0.668157	1.495692	39.918798	47.010554	10.593198	11.493947	10.108192	0	2.575974	3.703862	0.205427	0.049469	1.287821	0	0.120992	0.394341	0.190628	0.859095	31.203903	1.960624	1.592853	0	0	0	0	0.119763	0	0.131667	0.269359	0	5.124783	0.147298	4.241174	0	1.170324
g13114.t1	g13114	51.113955	52.550224	72.749302	43.335165	48.645519	63.091617	39.386466	34.515838	40.494516	22.744107	21.580962	26.151807	29.446471	7.763161	9.175722	5.762947	3.328394	32.377119	41.085533	14.39176	27.684818	18.425998	13.904496	15.828459	23.564338	39.612176	26.853313	29.153076	3.932101	29.650876	27.207776	25.758266	27.712819	2.447487	36.473395	25.120448	24.112184	20.592875	34.204462	31.769756	8.936606	7.597925	13.133212	16.172948	56.508923	30.962912	45.434747	41.067315	30.453717	46.017373
g13115.t1	g13115	31.801851	8.424875	86.438435	36.434329	7.638435	55.828799	29.816935	9.095426	34.947133	19.253578	18.754962	21.703253	41.797797	29.433346	33.82558	32.559799	19.311075	43.045454	84.232044	40.267049	24.569207	51.307537	4.880865	27.492689	5.393357	53.171359	11.474127	29.426723	17.048884	9.073061	34.224839	25.61893	35.578711	11.044099	19.157412	21.760035	22.78935	39.058293	32.120234	36.753948	16.241064	8.269798	12.722927	12.356631	44.818005	36.341074	60.680287	16.855936	26.93612	32.56166
g13116.t1	g13116	44.616598	34.418218	52.382663	47.898448	34.546436	48.481436	45.29094	32.824789	41.808828	81.696691	89.732915	76.482569	36.551828	28.203585	19.210933	20.416779	31.331819	23.800068	22.153079	31.277947	26.604534	17.039057	25.155627	24.748009	33.370053	38.347918	44.292123	41.410559	6.825915	39.618453	59.131063	71.457656	66.233261	8.79271	24.394384	27.657291	26.736169	49.099323	28.028533	29.846753	24.051186	25.803738	23.910615	23.344416	43.826492	23.753899	34.558108	33.646251	26.738682	30.014203
g13117.t1	g13117	117.313372	127.237924	144.891126	123.357056	133.0539	152.813427	122.482087	125.502577	141.359667	159.398204	163.085512	157.66692	120.475076	138.824054	96.16857	102.595915	121.033567	105.305044	96.241204	201.907879	213.918547	145.297991	96.648069	117.835354	146.734565	120.478587	150.585394	149.470594	28.512977	146.550991	161.107068	156.04208	144.375198	27.044077	112.343458	167.446996	139.876276	103.658377	116.281083	108.071086	90.604386	94.44544	86.901663	86.027143	180.749049	97.24026	104.120416	104.105296	8.766029	36.331857
g13118.t1	g13118	246.445347	285.142037	269.842366	230.547325	263.186043	225.418823	197.519811	202.583479	205.210801	144.241576	120.702701	132.340994	154.308035	41.576011	28.900152	34.87962	44.567781	48.398591	79.822147	58.45935	49.558983	70.008107	57.32088	83.778599	57.98317	189.32875	171.910985	203.9152	89.225922	164.876964	147.738744	145.998864	174.369376	25.336596	84.863723	76.236322	68.991379	121.283822	130.619627	123.46968	42.463437	42.076972	51.243898	59.080077	160.495092	102.723024	136.690833	110.975815	21.68615	46.812942
g13119.t1	g13119	0.303657	0.166871	0	0	0.08456	0	0.1106	0	0.174151	0	0	0.135915	0.292399	0.871153	0.061444	2.307541	0	236.046932	367.171239	11.325925	11.699822	13.711204	0	1.828727	33.362275	0	0	0	0	0.092262	0	0	0	19.296053	16.772227	0.352541	2.692286	0	7.137388	7.064166	0.737811	0.32728	1.881866	0.41165	0.25975	48.649343	2.040355	37.117284	0	1.879701
g1312.t1	g1312	82.802202	61.345127	81.901721	66.638135	67.468519	146.783996	71.464971	61.088744	60.151717	46.667944	39.4223	46.922505	60.426868	98.298445	67.044969	29.490023	45.96525	25.40142	33.365832	81.11299	89.467259	45.505262	35.658894	61.057284	49.006121	77.324745	48.20056	81.051998	53.565735	55.32745	59.234146	46.271037	45.723684	15.877247	39.578514	69.785819	68.788694	55.026065	61.400116	56.58029	32.043948	17.753992	30.043901	27.618755	96.726428	41.357041	54.100871	48.404468	65.779087	47.71013
g13120.t1	g13120	274.217842	230.323337	386.486083	322.391095	207.199636	368.718077	243.377916	182.669703	167.179917	86.202063	81.019689	100.445525	125.476904	6.879779	15.649124	8.051545	7.122209	34.356876	78.452278	26.275223	102.705399	32.630166	57.692821	50.478591	107.073955	222.090824	127.168818	215.810921	70.648558	167.074222	129.589545	81.235446	74.963971	88.37051	64.451922	41.901316	42.050839	0	47.381392	79.606275	7.201376	12.24274	46.965886	43.904646	99.322318	103.2108	124.990627	104.151707	0	0
g13121.t2	g13121	171.809349	126.071218	190.487184	162.052492	133.18128	156.79435	133.93661	95.745241	102.783766	97.726965	99.980875	99.399054	82.310218	45.977529	50.076777	42.945907	49.304673	71.396912	58.534545	41.160068	52.649198	66.391095	54.196591	59.164688	75.675404	118.366805	75.752788	95.704191	37.915746	70.026494	102.254232	102.109867	109.182832	15.008041	70.529367	54.643827	65.76871	42.592941	70.076173	82.053	34.308227	41.237291	58.388694	56.807706	93.76961	91.825636	99.070594	92.14203	108.846725	84.586557
g13122.t1	g13122	3.794786	3.25203	5.74697	4.134575	2.871156	3.547885	2.584259	2.765147	2.520156	2.057906	3.530093	3.178955	8.640128	5.348633	4.794458	72.497223	53.288833	19.28389	20.314913	5.240061	4.76812	194.88325	43.788854	3.912927	9.635749	3.53015	1.517154	0.35536	0.710989	1.405905	1.959963	2.40292	1.780291	6.466303	48.016713	8.080292	7.805637	8.758907	32.689626	34.921836	44.589688	76.189969	73.946349	77.748245	7.389328	18.907669	18.284366	20.899387	0	8.60165
g13123.t1	g13123	206.60328	219.619962	224.443968	144.85722	191.348397	206.645309	161.988209	147.087769	103.949821	62.80501	44.361798	59.195534	87.854745	3.629254	10.672357	8.75365	13.382596	40.450258	61.667695	27.41552	56.246688	21.599009	20.841537	44.233185	74.211274	135.85763	104.411996	112.568415	73.109606	131.449545	83.734683	67.107341	79.046892	72.998121	55.42446	43.024675	34.499205	63.273573	74.472359	67.858369	9.081478	14.658037	26.581659	33.337587	97.867265	92.022306	103.83826	117.616794	24.319468	29.398527
g13124.t1	g13124	76.643762	73.175277	131.665604	64.749453	68.761432	98.824021	53.683689	39.862905	36.89921	16.813976	17.398366	20.671436	47.086033	1.992122	4.10304	2.731231	4.316069	26.668678	41.936722	13.665317	23.039996	9.879613	11.093363	12.750319	26.714543	48.949616	30.170463	30.54948	11.827916	37.896392	26.929801	20.021684	23.140093	6.349853	21.281588	13.122976	16.012621	6.356521	40.030617	35.533948	3.570017	7.183384	10.063058	9.847837	60.773637	36.196944	54.108496	39.159669	12.995136	13.464974
g13125.t1	g13125	10.536849	18.963646	15.945244	10.522743	24.592757	7.312732	11.203788	17.455724	6.222747	5.034495	3.377509	7.124398	7.463113	0	0.289079	0.576317	0	54.089822	65.447212	12.067537	35.484239	6.312958	0	3.341843	14.734786	11.894538	21.44198	4.478806	7.370742	15.610346	2.716666	7.452997	2.931947	23.199673	8.710493	3.274787	0.889306	0	2.971993	4.988788	0	0	0.468497	0.911237	1.184622	6.263787	0	5.861696	0	0
g13126.t1	g13126	318.079168	233.905873	307.990101	262.264538	323.347232	280.910823	224.250977	185.156179	175.418215	152.854358	177.105429	158.645619	178.710638	8.183447	24.256534	36.306649	26.080334	87.284101	177.935261	30.887451	35.646803	69.473454	50.415015	69.364836	73.059192	216.236524	115.643195	166.357111	92.807254	117.487861	139.036877	136.045559	171.474665	32.969759	60.540495	52.84278	45.509825	77.060691	145.002921	143.645827	21.224009	16.766104	44.661707	45.654157	113.254655	132.918799	201.382696	149.889196	0	73.090262
g13127.t1	g13127	32.32154	9.402809	28.664146	29.696756	9.848234	17.739393	28.286666	7.448406	18.609768	19.467534	14.257222	20.373495	26.952136	12.653517	14.524841	12.973908	13.138664	20.827564	22.65456	26.121548	22.355968	23.449112	5.280242	13.750504	2.718444	24.166896	7.089977	6.300205	9.136526	6.171182	12.70945	22.26265	14.447698	11.40817	14.370231	17.481291	24.210989	38.73039	29.096571	28.513083	8.097285	4.999984	9.266867	8.651351	44.119986	22.048375	43.057717	21.137407	20.659742	28.54226
g13128.t1	g13128	107.308908	60.321774	92.76869	114.033083	61.395487	88.584997	102.732743	57.987829	82.60302	135.70808	141.280901	135.899126	79.993333	13.361224	18.096154	36.459818	46.169929	41.717086	56.190624	19.040037	42.209965	49.569704	34.641077	29.891561	38.23287	121.352233	65.136318	83.150968	26.797034	63.715828	91.947256	136.150346	106.693459	10.102927	53.147935	32.70127	34.449916	87.038673	60.627843	59.868362	26.356982	25.832498	36.482238	39.913738	71.359715	45.539243	67.482178	48.665176	31.107588	32.232282
g13129.t1	g13129	0.581418	0.358267	0	0	0	2.374705	0	0.955832	0	1.156423	0.911525	0.59966	0	4.428387	0	0	5.039656	43.266313	64.63589	11.446668	6.173489	20.842528	0	1.754489	1.839436	1.052019	0.651321	2.956503	0	1.915355	2.658098	0.346579	0	23.843694	0	1.665139	1.830828	0	0	0	0	0	0.238931	0	0	2.812244	0	7.24314	0	0
g1313.t1	g1313	1.378562	0.584892	4.981937	1.595831	1.332144	0.957364	2.41777	2.432098	4.383075	14.379446	12.543064	15.113333	29.092967	75.895897	36.738373	65.209731	73.311722	80.796289	81.802106	85.797147	48.746977	66.945905	84.580482	70.092227	53.394531	2.55418	2.986992	2.31003	5.576182	2.50979	4.768213	11.125065	7.492466	16.103168	137.036484	63.062874	98.050301	81.691774	73.714042	84.984388	90.808355	90.282253	89.113915	69.665764	48.142041	70.684253	37.476812	66.981228	0	32.377233
g13130.t1	g13130	15.608134	5.931285	14.899513	17.816622	8.856598	10.918928	14.36032	7.645814	10.274453	13.365361	15.060095	15.203644	9.306365	2.509806	3.519006	5.560323	5.083766	13.022887	16.393415	8.644579	13.055083	9.270782	8.979667	10.387731	9.87369	13.429007	8.817132	9.32236	4.131962	9.117728	11.253977	13.900554	11.689301	4.354584	10.653309	7.840194	9.414299	6.286446	16.804642	20.01796	4.709281	4.205527	5.813322	9.35673	30.040945	11.214314	25.375149	18.868455	4.484623	4.646764
g13131.t1	g13131	154.973733	44.448421	99.643856	149.282769	54.455089	76.424268	132.492654	65.058688	75.361383	125.346825	121.037828	122.750218	79.029203	19.900656	35.721065	43.373044	47.813946	49.876629	98.247508	44.248877	27.420617	75.30026	55.316474	51.997628	50.519654	155.312146	53.671037	65.53462	151.069585	68.8365	67.794841	133.626339	72.069062	17.352505	55.631806	44.607541	34.318884	50.089449	61.251234	36.697839	35.019614	20.491905	43.97309	59.582544	88.308696	86.075169	92.011059	103.435933	23.513298	138.059383
g13132.t1	g13132	23.426268	19.895391	25.888296	35.577416	28.504256	41.413732	34.2785	39.440069	46.668952	52.094371	54.70135	53.334328	27.327858	34.180748	26.941003	36.655278	39.435495	69.84712	47.523529	37.398201	23.839365	44.697396	26.519419	21.628389	17.524201	31.954201	30.624152	66.710905	10.718361	34.169905	55.993805	53.435852	76.285375	7.07974	31.245148	20.459463	27.128667	35.238573	24.936249	24.991536	34.957049	28.982183	30.728006	35.675832	26.462291	25.32484	15.948197	20.633834	8.145276	4.219884
g13133.t1	g13133	20.489016	30.332303	29.19967	45.19702	51.172472	44.123439	37.829108	78.011992	53.829247	46.896816	44.403659	48.077722	25.176768	13.681983	19.812312	18.365811	29.066436	17.022185	13.846487	7.446948	19.477758	22.774309	30.346726	6.01676	11.443641	36.552551	63.203668	57.602066	9.634777	74.312686	48.759409	44.550173	55.413586	5.302199	18.055526	7.019223	16.000904	21.012166	15.952521	23.285302	25.787736	40.332257	27.315024	31.905991	16.953657	21.213477	9.750375	19.849801	0	3.070877
g13134.t1	g13134	91.365467	147.840818	141.980892	81.872419	107.103048	104.504321	78.398561	94.503708	91.640869	49.366923	41.37777	50.676748	68.14697	21.441886	24.379922	14.714061	25.397071	32.283531	68.828092	24.751558	41.22431	28.573774	28.210835	42.136317	47.928581	79.15864	67.952765	69.777832	22.639904	77.368086	48.124824	44.03347	42.379554	13.567847	44.598151	29.820773	44.926091	30.630774	83.627883	78.791533	23.958226	27.019541	29.960566	44.343068	101.477938	61.844571	101.349153	65.234542	32.906497	47.355876
g13135.t1	g13135	59.615769	95.657854	125.817345	60.035174	82.576762	125.266244	56.70243	87.980469	88.040859	38.534613	30.078172	39.012072	54.147538	6.5722	8.157464	12.058487	8.420034	32.033228	33.160883	24.509126	45.667138	16.377785	18.176299	17.932049	39.467337	59.01401	70.517957	94.062146	16.425673	83.562177	69.030101	37.126681	59.16507	11.896894	25.728019	21.760957	27.355098	31.39857	45.311124	42.07243	12.769695	12.676084	16.792458	18.069146	79.731467	28.973008	45.760601	33.658346	24.648109	39.018316
g13136.t1	g13136	475.590275	568.853146	654.355136	427.372508	435.980418	499.894637	430.423499	309.308171	310.679556	574.972703	757.661358	615.48358	449.929637	120.022363	294.057918	832.184802	813.345703	284.362061	424.297601	169.422024	229.180093	1423.122047	942.299183	219.577518	416.222712	404.187286	382.72863	306.283673	1092.00094	351.802318	456.526619	509.117902	596.796894	221.669657	517.944936	203.006999	184.365985	869.60624	597.854876	622.189797	567.558876	975.381487	772.665002	826.885442	226.236571	750.094245	746.530198	819.953519	89.913526	72.461159
g13137.t1	g13137	1098.992466	766.360724	653.89046	924.787169	809.2608	594.831364	923.108067	637.38496	643.717531	575.650316	808.921624	666.018905	501.982474	153.060515	479.291517	1127.167635	1228.187335	244.918453	522.089167	194.897703	271.859345	837.139013	852.202032	328.478609	465.227625	892.786911	469.776111	434.562308	1447.480773	411.007245	412.860529	609.456096	363.503033	451.444856	523.560747	279.797797	324.948457	663.748594	677.777045	559.082708	755.354175	748.663934	755.561007	765.867549	648.516503	930.280903	1083.273896	986.933731	466.903527	2015.768393
g13138.t1	g13138	220.558036	281.368275	262.793893	155.787353	224.494247	187.549692	143.897503	125.46336	65.546145	52.175995	42.154484	57.831217	91.087452	4.8504	6.685226	6.550475	9.950195	88.366955	141.249879	12.432661	52.197055	21.817032	38.389654	59.022392	117.651578	134.410908	101.905503	59.804576	27.811592	120.605426	45.501555	53.267734	46.301756	17.131027	83.335024	22.071121	49.647433	46.931227	85.655756	94.243828	9.243927	17.986513	32.977987	35.337238	112.894012	117.782099	140.280283	120.220074	62.66366	43.286176
g13139.t1	g13139	0	0	0	0	0	0	0	0.08304	0	0	0.10919	0.251172	0.809669	0.537356	0.752388	0.42645	0	1.082042	0.599582	1.427968	0	4.25741	0.408776	0.059764	1.354259	0	0.083939	0	0	0.510507	0	0.163596	0	1.018037	0.953839	0.392046	1.282546	2.24886	6.485862	0.603633	0.409502	1.45131	0.678184	0	0	0	1.006402	0.361068	0	0
g1314.t1	g1314	224.977264	244.569384	235.904319	263.950704	336.38677	351.431942	299.717818	434.696057	348.579517	565.011514	577.552201	512.051407	238.94559	12.751069	17.645479	49.47965	49.019226	36.360965	39.629391	17.955607	36.828225	48.165078	31.529827	25.465481	39.72627	309.250155	560.820885	465.582784	689.220886	509.783532	482.281586	506.966049	495.862385	28.190009	30.182721	18.990242	17.75082	240.174285	69.824576	74.598722	33.201294	43.414305	40.843007	44.181777	99.79792	31.717159	61.44742	44.987425	24.181289	33.407418
g13140.t1	g13140	0.064529	0	0	0	0	0	0	0.079502	0	0	0	0	0	0.308346	0	5.304962	6.082016	0	0	3.222351	4.650941	14.018904	19.167577	0.51423	5.614023	0	0	0	0	0	0	0.234609	0.6976	4.222886	20.535534	1.124043	0.817307	0	0	2.308635	10.770878	17.013915	17.073514	20.949852	0	1.937454	0	0.690981	0	0
g13141.t1	g13141	0	0	0	0	0	0.52854	0.213886	0	0	0	0.095044	0.131466	0	0.655103	0.118724	1.735981	0	119.162375	107.590753	15.858531	16.983404	18.161502	0	2.287661	10.230038	0	0	0.638312	0	0	0	0	0.636334	34.077182	6.655377	2.725572	2.230458	1.961867	5.01841	2.626594	0.535066	0	0.589979	0.398332	0	14.992117	0.657678	15.116125	0	0
g13142.t1	g13142	1.386532	0.298167	0.391037	3.036238	0.719952	2.862013	4.278989	2.024755	5.174764	35.377286	57.681736	44.00614	6.355658	23.809188	3.57129	15.706634	17.705229	7.249381	13.756368	36.09135	29.802066	15.599307	6.732831	6.156274	15.362747	6.161959	8.192256	13.869113	3.971642	4.279897	25.687763	30.831	54.061692	13.134278	11.406427	7.286354	15.143387	85.608453	9.27508	14.243626	9.502191	11.108718	14.196655	19.993608	4.942373	10.263728	3.6851	8.019404	4.683254	4.448195
g13143.t1	g13143	0.21753	0	0	0.084013	0.05088	0	0	0	0.083428	0.191724	0	0.5459	4.509614	391.629025	256.434931	34.516362	65.694983	385.871478	235.43044	130.609192	330.558988	7.747775	33.546527	138.326416	41.57074	0.094958	0	0	0.397338	0	0.364606	0.132064	0	19.794488	93.219654	114.297781	472.995762	0	38.465831	36.419781	26.118968	9.27297	18.455657	16.695603	1747.559218	73.389008	33.896692	58.815002	193.025771	153.766988
g13144.t1	g13144	0.199377	0.248028	0.304288	0.359613	0.312318	0.202922	0.264305	0.502772	0.408545	1.3172	1.297183	1.156931	3.320955	13.286932	13.447819	8.679348	11.051501	4.726611	4.961381	11.240803	7.647498	9.928505	5.050024	1.258434	3.150114	0.145774	0.45032	0.243436	0.048574	0.345337	0.448006	1.050043	1.222027	3.186656	2.544187	2.436908	4.489633	9.008978	2.14052	1.79073	6.850214	7.274477	5.577911	4.758542	5.437911	2.452615	0.751163	1.083536	0	1.283218
g13145.t1	g13145	0.957953	1.761433	0.690942	0.584514	1.52673	1.383502	0.786134	1.903908	1.365141	0.999404	0.819769	1.010091	1.298863	3.434686	1.29086	3.126817	6.280005	203.586644	175.978399	8.059785	21.094769	15.064395	0.930806	4.452003	11.93887	0.894823	0.927447	1.937438	0.44217	2.353013	2.036844	0.735177	0.277713	34.010998	11.568262	5.839343	4.630048	0	5.95196	7.469621	2.005431	1.791375	1.861599	2.266826	9.548408	22.445587	3.037044	13.959112	8.499065	4.403174
g13146.t1	g13146	0.192879	0	0	0	0.089416	0	0.409504	0.475326	0.47913	2.127308	2.600719	1.389046	1.390331	43.421642	11.912722	5.014904	8.484447	11.838856	15.822617	48.6506	40.166174	11.937918	7.79553	60.742217	9.036157	0.16676	0.880666	0	0.704135	0.194886	1.279335	2.181694	2.085363	28.484223	11.367752	42.18309	44.380233	0	6.865938	4.025397	16.000326	5.189739	3.606799	4.349137	26.381472	4.826035	5.994921	2.754024	11.596477	0
g13147.t1	g13147	327.634741	386.873866	348.586228	355.672636	329.080272	337.206236	332.015374	312.433864	339.509988	240.945031	214.114812	244.689271	270.018243	11.226213	25.919794	51.449545	45.372076	108.132754	153.757474	29.862018	34.744042	54.246655	75.537973	63.730998	126.084575	310.851457	281.460553	314.269098	73.99228	270.88384	236.504648	231.680245	248.223389	42.521055	124.060596	45.388134	65.399465	142.669807	155.75339	163.580202	57.679659	41.938888	93.670531	62.713419	195.248436	136.219044	192.631989	145.893918	138.029412	87.401027
g13148.t1	g13148	33.506057	43.055705	50.334972	26.907623	26.928848	27.215364	24.301554	20.301678	18.669328	11.309425	13.104443	13.366417	23.091396	24.354481	15.841359	11.563071	8.620211	25.035109	30.181121	21.987488	44.01087	15.841935	16.628287	30.235855	33.628379	31.931768	15.807132	16.738756	3.620301	20.133383	16.487178	15.476807	14.837643	8.348951	22.222312	27.117165	24.539524	19.057421	26.800085	29.582703	9.006533	10.763845	11.551174	14.321294	15.852196	24.832743	44.283999	33.954494	10.145189	8.75999
g13149.t1	g13149	52.66064	13.953656	57.759737	46.58972	16.42967	62.243607	39.481237	12.891322	33.797689	22.554683	27.170872	29.523518	40.189495	20.610264	27.878724	30.649243	27.813087	25.574422	29.726797	24.311824	17.690998	34.284853	12.078633	25.102127	7.415417	53.99182	13.128369	37.688908	19.787702	10.484399	34.505727	31.305996	26.303667	9.278396	19.837033	13.769212	13.132434	24.611854	34.758825	30.44383	25.124996	9.925699	19.58573	25.411551	22.43764	32.573277	52.088811	24.899058	27.194293	46.962504
g1315.t1	g1315	2.792415	3.188227	10.603923	5.998946	3.696046	4.771939	8.465695	4.418629	8.496936	25.696749	30.543601	22.370196	17.711781	23.818735	18.453186	11.063749	7.513623	5.859176	7.187861	27.940455	27.121914	21.766537	15.706669	30.19603	18.677481	8.70207	18.360734	13.706344	63.491666	11.772681	25.11554	21.429916	30.159557	29.758356	18.794361	36.677723	21.893981	24.371796	11.357087	11.296311	17.547069	11.081628	18.53539	19.315156	20.453032	12.306662	11.896658	9.960195	0	2.079104
g13150.t1	g13150	43.154817	28.764243	57.807483	36.729925	32.07093	58.433715	32.851836	26.018329	35.254605	14.763865	10.097493	17.452377	20.809477	2.902656	2.409051	1.450062	2.474038	28.486957	36.168958	9.813516	12.691989	6.283677	10.331229	9.017616	19.236251	23.901785	18.172769	25.539104	5.393554	18.255861	22.172435	14.744845	10.306926	8.27507	17.59716	7.502648	14.762334	6.557206	29.852559	30.500392	1.483598	3.881963	6.653231	7.359324	36.183019	20.825295	43.680447	21.387172	11.04713	20.627812
g13151.t1	g13151	131.27997	103.344714	222.047511	114.597525	84.256245	183.487094	91.192682	56.657388	57.835754	29.583607	22.014178	29.075575	62.186619	1.46559	3.528742	4.155356	4.9543	30.539453	44.118516	18.689906	39.454892	11.674743	19.916024	22.640829	32.104877	91.944251	41.393311	49.226526	24.766025	37.426639	37.914054	27.961312	48.297908	23.150585	38.10523	16.032498	33.304491	10.956619	78.613259	81.718343	6.581977	5.656925	15.410744	18.661804	80.622316	58.87429	99.512299	66.141294	47.552033	24.635638
g13152.t1	g13152	0	0	0	0.122838	0	0	0	0	0	0.141068	1.198981	0.23416	1.250565	4.206705	2.174176	4.197602	7.886384	0.8631	1.391421	6.776589	4.985657	8.15924	1.26993	2.161453	0.703992	0.136026	0	0	1.862806	0	0	0.128597	0	7.351203	2.224908	0.619347	2.021121	0	0	0	6.723217	1.689651	1.599943	0.703109	0	0.529523	0	0.561479	0	3.585186
g13153.t1	g13153	11.501693	8.881298	6.554646	9.75889	6.355979	5.20493	7.892322	5.265193	4.809367	5.231088	5.332066	5.131993	8.083791	1.459639	1.188633	10.843756	7.862553	5.003007	6.21083	7.567895	9.327321	29.592142	9.87915	3.768115	7.201014	6.692954	3.882092	1.47388	1.096025	3.705675	2.174789	4.080573	5.018494	13.059551	15.201339	4.55368	4.498528	21.989763	16.940296	11.511045	4.870229	11.248011	9.143973	11.116077	7.782274	9.046451	12.759678	10.70848	3.136644	3.94637
