tx	gene_id	SRX17661462	SRX17661463	SRX17661464	SRX17661465	SRX17661466	SRX17661467	SRX17661468	SRX17661469	SRX17661470	SRX17661471	SRX17661472	SRX17661473	SRX17661474	SRX17661475	SRX17661476	SRX17661477	SRX17661478	SRX17661479	SRX17661480	SRX17661481	SRX17661482	SRX17661483	SRX17661484	SRX17661485	SRX17661486	SRX17661487	SRX17661488	SRX17661489	SRX17661490	SRX17661491	SRX17661492	SRX17661493	SRX17661494	SRX17661495	SRX17661496	SRX17661497	SRX17661498	SRX17661499	SRX17661500	SRX17661501	SRX17661502	SRX17661503	SRX17661504	SRX17661505	SRX17661506	SRX17661507	SRX17661508	SRX17661509	SRX3196051	SRX3196052
g1.t1	g1	0	0	0	0	0	0	0	0	0	0	0	0	0.083495	0	0	0	0	0.239247	0	0	0	0	0	0	0	0	0	0	0	0.048515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g10.t1	g10	566.44923	781.350986	486.696663	480.54769	719.68524	408.705365	560.395957	728.658301	453.516957	627.245446	678.182883	650.579507	573.537004	73.506406	238.436166	199.849465	142.148499	118.520246	145.037121	115.820093	192.869572	190.679628	199.116676	160.357393	175.273638	679.31456	920.376266	456.845244	442.64139	814.857937	480.26958	609.429118	556.843257	40.925288	174.714523	141.271124	120.661821	435.027117	292.700286	315.398432	170.013426	215.349553	192.676622	197.861605	290.420799	289.799881	288.628908	274.919386	740.157719	837.218931
g100.t1	g100	10.348785	8.247385	15.2349	14.445127	9.380519	15.935032	15.085846	14.42226	20.499604	31.800204	36.991569	33.146332	14.589572	24.721685	21.965327	20.157652	23.364765	22.503615	14.347138	23.313151	21.985498	21.265976	22.239184	13.354168	19.434832	16.054127	22.10177	24.610633	4.433439	20.171179	34.739995	29.172513	37.665791	9.495822	22.787421	18.377064	21.204682	36.845349	15.872977	18.746771	17.906979	26.538576	19.014203	19.438161	23.970616	16.740639	10.321802	17.134926	10.931268	9.43874
g1000.t1	g1000	0.334297	0.076728	0	0.257952	0.155403	0.502377	0.050785	0.275888	0.15987	0	0.090247	0.374773	0.672416	0.622107	0.225235	0.23565	0	0	1.741829	1.439828	4.037393	1.771878	0.338884	0.148076	0	0.362361	0	0.606389	0	0.254771	0	0.27025	0	6.196601	0.790467	0	0	0	0	0	0	0	0.140023	0	0	0.558269	0	0	0	0
g10000.t1	g10000	3.528126	1.267976	1.236643	4.24493	3.397531	5.395766	5.649581	4.277032	6.739867	32.359861	48.672227	39.287412	35.911399	103.50846	46.069984	41.816543	75.731133	148.085465	109.183437	104.735937	111.346051	42.379384	35.527739	75.583564	67.501836	6.638363	11.511628	7.501424	6.928223	5.834917	18.823309	28.633571	25.488734	16.523889	57.404158	60.581747	94.309069	70.788379	43.650694	51.322127	50.812154	42.227003	43.052361	48.234833	73.095097	38.156247	24.717865	35.311978	23.999475	12.433588
g10001.t1	g10001	20.420992	18.271705	36.041061	19.280554	20.34907	29.469417	17.664118	17.638861	21.403428	25.354152	23.674103	23.711419	17.65193	24.327839	12.657234	17.974457	12.863397	25.517022	21.053961	23.137207	19.157981	24.655359	14.211213	12.136162	19.987557	20.05264	18.188174	26.537948	3.181104	19.582195	26.577723	23.342151	31.647077	16.940383	14.248459	14.783574	16.336559	25.450767	22.487625	20.745056	11.587931	10.274321	11.430717	14.482941	21.967255	18.648472	26.695278	16.764954	18.168226	57.259672
g10002.t1	g10002	38.268837	50.134159	69.655024	34.642807	36.715077	61.463733	36.384709	29.533371	34.603723	67.463182	73.158053	61.757729	82.769904	76.214342	59.566646	95.289737	49.069519	69.061416	45.595661	65.156365	42.185016	84.557823	44.557769	52.460129	47.878241	39.4326	48.314412	45.286144	85.82432	40.690976	77.837874	63.15985	77.771942	72.998121	57.103989	61.363061	59.798621	87.001163	57.780279	53.855849	77.737449	57.357537	60.339354	36.512595	34.842796	48.717691	48.576697	47.682484	48.638936	33.598317
g10003.t1	g10003	38.41699	66.451806	52.287965	38.006368	46.841942	46.410035	32.764039	49.051919	32.162266	28.64184	23.264674	29.312454	33.596633	20.817476	13.328484	13.545889	14.283497	28.891619	31.325936	28.251153	38.763049	20.061338	23.568091	25.003166	40.457267	36.272678	51.470435	32.487616	6.343937	50.208953	29.480464	25.872308	30.801318	7.224541	32.947472	33.138494	34.683187	30.131539	67.681488	57.175983	17.910819	22.520399	23.642543	26.226959	57.417462	46.034225	65.346276	47.868671	93.346455	117.020946
g10004.t1	g10004	63.958664	70.429788	59.304299	58.4684	49.020357	55.983941	49.9889	53.122099	37.876828	40.788152	29.73432	39.458674	39.08046	14.533274	18.158144	15.280381	10.796563	35.865042	39.352503	28.359598	38.444744	16.654988	24.901041	17.61628	37.42745	40.806995	49.317258	32.055625	7.356756	47.763228	28.452	38.032997	21.440987	9.984184	26.442883	21.359878	30.173141	22.539376	47.553396	48.75548	15.045935	20.438327	22.332093	22.141335	65.92321	40.456114	68.652933	46.297735	142.583683	120.131039
g10005.t1	g10005	46.958465	36.918734	75.786645	56.644412	53.314179	89.865626	51.790583	64.334251	76.424183	45.578361	41.000796	46.740878	47.749217	18.612721	38.236773	15.576798	14.497717	34.072091	43.796021	29.410315	40.739853	33.434142	24.03046	17.571575	24.409378	44.625264	52.525001	98.191435	4.619644	49.026595	86.204959	47.22672	80.333022	14.027782	27.87944	20.821565	25.806109	27.166679	34.861319	32.890293	9.428427	19.070469	12.78098	19.787854	41.966206	29.972522	45.607392	34.929782	68.849303	81.026499
g10006.t1	g10006	607.059175	1053.714909	964.697108	644.674052	964.617385	1197.673322	625.314122	1143.534019	969.038369	462.201045	318.301932	457.42916	537.191316	146.606761	547.251331	181.069694	181.090313	223.300503	265.275175	332.300342	379.177871	189.738493	246.457399	155.979071	342.277567	615.733881	969.854705	993.185753	150.093091	1084.522109	759.049911	462.306355	614.788003	21.601088	246.899629	192.908698	257.064241	249.810987	490.407684	418.254141	263.441942	309.378406	254.43229	264.568454	568.593479	287.488996	523.519285	352.827832	464.477153	470.077981
g10007.t1	g10007	88.177555	117.641009	106.2245	90.260737	109.966822	130.166381	90.946549	130.455033	116.991507	110.577821	114.07587	116.096097	72.418622	44.585914	35.114028	26.621525	29.94787	53.083706	46.249088	45.806145	56.977052	22.896453	38.473311	31.658154	62.898416	78.015599	132.071159	121.685663	21.193693	133.623674	107.961447	101.623558	117.421154	13.311735	40.427917	43.207243	55.915694	85.028773	55.452337	61.947682	29.475889	41.037226	33.311269	32.802088	74.402529	42.288909	61.5991	50.156311	104.091108	111.122839
g10008.t1	g10008	62.946512	41.317816	52.624931	66.047227	37.716226	45.207223	55.168478	46.627128	54.951903	50.972937	39.338392	58.537253	50.123057	43.785539	43.176035	46.066282	33.791966	61.219304	43.712523	40.392321	46.922839	47.654962	39.14314	34.45	29.940244	51.700388	47.005705	42.551807	20.439332	50.005953	57.52505	53.921829	35.65982	34.396816	54.113561	49.13987	53.728514	46.977261	66.776251	83.162142	70.462853	60.051372	47.102191	45.164649	56.292159	52.698815	79.938887	57.767068	117.878552	165.398525
g10009.t1	g10009	36.794134	48.396455	10.279467	59.931458	86.012125	28.787933	51.941198	61.885638	56.467865	21.883802	10.52311	20.986556	18.579216	2.320533	0.445139	3.426038	3.802075	23.049968	30.044283	8.41678	9.43249	24.437441	0	1.495321	4.130679	43.820019	40.235586	24.487328	19.099071	44.82695	16.101803	17.706372	4.320313	77.447288	4.317576	1.242527	0	13.519536	2.242873	5.655071	0.630614	0	1.242701	1.336393	0	3.148165	0	1.089803	0	0
g1001.t1	g1001	48.330632	25.871965	43.786742	82.09468	56.830282	64.082118	95.755103	94.055756	165.563394	344.465579	503.073431	346.072047	375.218902	1798.528872	3077.036317	2248.934925	2065.054127	974.806999	614.348432	1877.04677	1884.451053	1413.989753	1668.235469	3206.748117	772.515585	151.620539	158.897655	158.652977	310.564514	103.99314	189.107406	365.081382	232.732049	1684.658946	1802.893005	3152.261633	2754.140649	808.065472	1176.764164	1124.282178	2312.753982	1129.859081	2109.396888	1956.950928	1039.299447	1256.767176	745.712419	1123.065283	428.652493	692.663146
g10010.t1	g10010	0.906591	0.448291	2.1656	3.238765	2.848973	3.67	3.063403	3.620497	4.431009	6.112807	5.588299	6.708796	12.161185	38.344509	4.188301	12.772186	9.252805	20.569392	21.197045	47.572202	39.173754	11.891058	9.428359	15.453558	15.916276	3.186567	2.543997	6.231345	2.706699	2.962518	1.628734	4.389457	0	14.396603	13.900658	22.035829	20.353356	32.761989	3.512486	3.679152	8.970908	10.127862	8.754877	7.726037	11.587359	6.171457	4.284997	4.385006	0	2.653297
g10011.t1	g10011	0	0	0	0.187016	0.111911	0	0.073361	0.197589	0.925554	0.214274	0.5225	0.539079	1.348783	4.75404	2.548029	8.644886	3.029296	1.301959	3.569352	7.646933	5.772935	11.684415	3.898842	1.717342	4.850478	0	0.49977	0	0	0.970251	2.399414	0.293791	0	12.525054	6.825789	0.940324	1.024513	2.681326	4.310471	2.167105	4.893474	7.784607	7.37606	3.794997	0.344749	2.019616	1.502668	4.73706	0	2.597043
g10012.t1	g10012	10.652008	6.728562	12.581502	24.915464	14.583309	18.239304	33.053511	27.037671	43.294782	96.259398	118.306701	101.259682	62.001219	56.856169	40.648942	60.461733	54.715008	35.60412	36.296298	53.960415	52.228014	54.001173	30.603185	15.353799	17.35562	49.481198	46.0843	36.636288	10.364174	34.957469	78.512509	101.527241	112.616177	18.155968	28.441775	19.584103	37.30276	227.276315	50.384109	47.775856	40.047255	36.70711	33.154476	38.54987	40.275403	21.634488	12.288237	19.195756	20.869596	11.841789
g10013.t1	g10013	1.591249	4.206426	8.626969	14.493614	9.3149	37.648455	10.49847	11.621997	14.600535	18.29526	18.329474	21.671343	4.912241	17.701111	6.958086	10.626416	0	61.488593	95.902838	26.923989	32.373819	16.753093	6.526276	15.417297	14.766443	19.594252	16.597975	19.597144	0	12.387835	14.00786	17.342427	26.126285	52.25178	5.070816	0	2.473074	35.546594	12.162276	6.813256	0	1.923412	4.465997	9.222157	4.760062	14.988323	4.110661	5.780427	0	0
g10014.t1	g10014	45.157043	22.83629	34.765744	81.752088	48.263219	42.240198	60.437763	69.794629	86.907	127.599386	122.69522	104.578467	49.052349	40.759036	31.232654	42.574732	93.030304	11.158198	17.695962	26.724382	0	75.755391	7.422402	11.857019	12.616422	66.584909	81.64606	91.958082	38.23193	81.389007	161.029949	104.622182	135.922831	8.562078	4.258387	21.552484	29.724768	138.768178	6.999195	17.601987	28.594302	36.188722	13.651188	38.718677	32.766534	15.653518	4.682057	6.514016	0	0
g10015.t1	g10015	0	0	0	0	0	0	0	0	0	0	0.359787	0	0.262131	1.766824	1.486971	1.390449	0	6.360278	16.69241	5.120467	2.611525	2.135711	0	1.875922	0.738799	0	0	0	0	0	0	0.135105	0	7.156019	0	0	0	0	0	0	1.344425	0	0.186778	0	0	1.112253	0.412463	0.589007	0	0
g10016.t1	g10016	0	0	0	0	0	0	0	0	0	0.348606	0	0	0.127414	0.672853	0	1.115756	0.998368	17.23778	29.38632	6.178521	10.202836	10.708236	0	0.420275	4.95398	0	0	0	0	0	0	0	1.145935	29.349534	3.36828	0.305769	0.333771	0	2.818232	1.415805	0.64134	0	0.088315	0.358858	0	2.905592	0	3.683492	0	1.608235
g10017.t1	g10017	0	0	0	2.764522	0	3.756479	1.226191	0	1.318901	0.63465	0	2.212067	0	0	0	0	0	0	0	0.617236	0	0	0	0	0	0	2.020156	4.692902	0	2.336364	0	1.704362	0	0	0	0	0	0	0	0	1.392721	0	0.762681	0	0	6.733918	0	0	0	0
g10018.t1	g10018	1.237551	0	0	0	1.421351	0	2.540281	1.197649	0	1.582173	2.72033	4.65856	15.568367	11.358589	7.32096	12.448564	10.112149	0	6.423677	9.849487	23.793776	0	0	1.987974	0	0	5.543838	0	3.744301	2.121448	5.088075	4.248159	0	0	0	9.546428	0	0	0	0	0	2.874504	1.860516	0	0	0	0	0	0	0
g10019.t1	g10019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.739485	0	0	0.767586	4.17259	0	5.992247	0	0.320917	0	0	0	0	0	0	0	0	0	9.586055	0	0	0	5.841204	0	0	0	0	0	0	0	0	0	0	0	0
g1002.t1	g1002	18.79567	14.029655	12.469039	33.47345	26.167652	21.373743	38.831286	45.779655	58.094635	58.968514	54.059727	51.507906	40.101474	52.684979	35.064962	32.442348	46.905071	27.974712	18.477618	49.201224	65.487825	22.787454	41.383941	20.250373	24.26215	36.531366	50.669181	42.582081	13.19617	51.681089	49.092943	53.843988	42.228132	7.116532	35.652798	34.252915	31.61899	35.878797	26.751195	21.730165	32.831432	30.559928	34.11055	41.369211	42.574362	20.650802	9.509966	23.222134	0	4.358566
g10020.t1	g10020	0.585388	0.193133	0	0.337164	0.198204	0	0	0.345279	0.166088	0	0.703128	0	0	0	0	0	0	24.009589	29.401476	1.062195	0	2.183289	0	0.773208	2.873456	0	0.175391	1.552627	0	0	0	0	0	5.671005	2.012389	0.852856	0	0	1.546809	1.298417	0	0	0	0	2.465218	0	0	0.761755	0	0
g10021.t1	g10021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.974535	0	10.802336	0	0	0	0	0	0	0	0	0	0	0	2.927697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g10022.t1	g10022	2.206896	0.579768	0	2.55478	1.39373	0.474486	2.540052	1.238012	2.986464	27.87431	30.055974	22.13608	5.208777	11.236818	23.137548	14.462214	16.922529	19.700223	16.452171	16.721405	21.618162	14.236512	8.319568	2.886584	7.761846	2.531646	6.119025	8.013539	4.489986	3.932682	14.703813	21.15866	23.423065	13.301737	8.582517	3.048494	4.658799	7.041064	8.429539	9.881103	8.952162	10.795371	9.069286	11.450095	1.800508	16.854976	14.936314	11.58301	0	12.823785
g10023.t1	g10023	0	0	0	0.135408	0.081516	0.526825	0	0.072313	0.067124	0.6193	0	0.043679	0.282004	1.2126	0.059161	0	0	0	0.173953	2.131313	2.821462	1.392577	0	0	0.392172	0.076024	0	0	0.768984	0.445038	0	0.212787	0	7.384063	0.414602	1.358223	0	0	0.625224	0	0	0	0.196006	0	0	0	0	0	0	0
g10024.t1	g10024	171.585125	44.452138	57.574437	204.537997	71.844782	79.007732	297.520171	94.799713	238.722851	296.276767	230.72962	257.638852	125.853496	3.205545	0.4805	0	0	3.825005	0.629697	9.647402	5.041063	4.889861	0	0.804064	0	321.087478	151.174128	171.95551	183.559077	104.497538	271.702685	372.467318	203.466029	17.22774	0	0	0	43.487971	16.891581	4.056871	0	0	0.191113	0	28.644939	2.256728	0.827436	0	0	0
g10025.t1	g10025	128.437123	61.246353	54.062014	267.034178	137.179658	72.225897	264.528877	172.232303	237.294974	188.589499	126.564188	144.404853	99.926802	7.573003	0	1.956966	0	0	0	0	0	6.49412	0	0	0	207.697665	125.3336	125.319125	69.383192	138.364159	119.975765	185.288319	85.336977	15.456833	0	0	0	0	0	0	2.908416	0	0	0	6.145957	0	0	2.473658	0	0
g10026.t1	g10026	0.825664	0	2.491663	0.474182	0.547535	0	0.912636	1.416062	1.744348	1.096971	7.542075	3.944126	1630.96034	980.724029	63.097691	352.081668	283.271789	579.721491	792.672643	706.178904	488.882021	127.342049	299.598646	1012.100532	790.590366	2.297946	2.886186	0	4.497819	2.572896	1.947556	3.468664	2.091432	993.147446	367.487667	322.748874	174.975692	32.699349	396.430115	327.67854	417.990003	389.527868	355.510396	418.048835	151.198634	355.810015	192.925638	371.009795	50.069493	51.879754
g10027.t1	g10027	0	0.136029	0	0.116513	0	0.89108	0.273412	0	0	0.13374	0.162529	0	107.981999	53.823667	1.544409	11.544876	16.864273	89.873085	63.940275	118.987111	92.48969	24.854506	13.876819	39.401017	139.727252	0	0	0	0	0	0	0	1.072324	272.064901	22.546705	164.392821	72.192154	0	138.364823	161.863859	8.20601	12.310008	8.599753	12.037331	158.538346	27.13426	91.781035	52.80926	38.95567	6.727352
g10028.t1	g10028	0.049021	0.067724	0	0	0	0	0.26846	0	0.056311	0.453886	0.158937	0.771319	3.79985	7.905948	10.834147	8.729293	16.740794	3.906131	3.001779	11.366156	10.700294	4.503864	9.864497	2.215644	8.895674	0	0.245943	0	0.644493	0	0	0.475765	0.533877	4.972193	10.456666	2.27468	7.140438	0	7.867665	1.756492	10.298063	6.104387	5.258374	8.027658	3.571704	6.391083	4.03708	7.125066	0	1.486275
g10029.t1	g10029	0	0.232826	0	0	0	0	0	0	0	0	0	0	0	0	0.185597	1.81331	0	2.958696	2.009047	10.237447	12.07325	5.230639	0	3.302456	6.976642	0	0	0	0	0	0	0.646316	0	13.682006	6.092788	1.043379	1.133781	0	13.203682	20.598245	1.062751	0	1.937536	2.277494	5.998013	21.195403	16.263952	16.606822	40.726382	49.231984
g1003.t1	g1003	1.57506	1.1617	0	2.474052	3.215861	3.0425	5.588207	7.727298	6.359047	17.936883	15.306366	17.864302	14.795484	20.007502	12.394842	9.752697	21.280562	2.246214	6.027878	10.514883	14.941318	14.082309	9.920153	4.385201	9.810191	5.194065	10.265884	11.630458	4.190122	7.28536	10.666365	15.279038	18.926047	15.067945	9.97403	4.243706	5.699946	13.17271	10.824034	8.056646	13.338525	9.717823	10.885135	6.498339	8.908968	7.044997	3.363352	4.8328	0	0
g10030.t1	g10030	0.551379	0.090334	0	0.601393	0.091148	0.295657	0.386154	0.569295	0.448028	1.714922	1.369887	1.100407	0.634138	3.219566	0.358769	0.622591	0.619638	0.257119	0.781343	3.094131	1.589373	3.540947	60.906315	0.172629	26.936298	0.978234	0.49205	0.710719	0.142198	0.451898	0.653321	1.969606	1.780291	6.134697	20.876832	2.442879	1.848703	0	3.47762	2.037107	12.980554	7.954869	11.889093	15.639015	1.951898	9.453834	0.121896	4.741878	0	0.955739
g10031.t1	g10031	1663.771769	922.237659	1816.459432	1894.512498	1340.17773	1992.930551	2105.787665	1204.171275	2231.235722	2485.228633	2878.464543	2183.91298	1245.97837	394.458598	454.7514	1138.269678	903.483598	508.295114	634.268502	202.506206	293.168003	777.597512	1209.488263	656.61263	954.773307	2053.636578	1147.69571	2673.608955	2267.687326	1374.239302	2606.465775	2341.483927	2107.756323	584.799191	737.41321	389.889291	324.778117	998.634089	713.885296	692.340301	1123.696913	1464.10804	1109.349631	1173.514601	426.46823	810.881174	690.656249	819.761414	587.485251	1014.542945
g10032.t1	g10032	0.079946	0.221855	0.541767	0.138915	0.168089	0.363087	0.109656	0.199636	0.229849	0.845661	1.362341	0.991712	7.005377	37.138122	33.296102	23.63554	30.450038	11.434368	11.15321	16.0509	13.648059	25.878392	17.610817	3.296254	10.503909	0.156839	0.503532	0.43701	0.262825	0.246277	0.40142	0.824897	0	7.533257	19.958643	3.475649	12.151367	4.036447	10.276454	10.393308	20.849725	17.810775	14.009471	15.352796	4.118315	7.625883	5.398454	6.90784	6.90894	0
g10033.t1	g10033	0.278752	0.369079	0	0.64245	1.513584	0	0	1.980271	0.870718	0.369954	0.223411	0	1.932534	15.119956	14.909555	7.149619	25.482264	2.282795	3.38767	9.542075	9.606912	10.968273	3.286331	0.982412	2.741658	0.352375	0.670324	0	0	1.006318	0	0.168054	0	14.222832	4.802546	0.812176	6.175724	0	0	1.237436	9.163873	5.826662	4.648079	0.904543	1.17546	2.7622	0	0	0	0
g10034.t1	g10034	0.087341	0.947951	0	0.201846	1.929238	0	0.237308	1.913359	0.249619	0	0	0.064516	0.207333	0.277144	0.088864	0.912914	3.261926	0.704249	16.263717	4.179724	4.139022	4.41206	0	0.695024	0.58084	0.561876	0.53796	0	0	1.434343	0	0.105686	0	15.656101	0.612752	1.523431	0	0	0	0	0	0	0.146068	0	0	1.742912	0.323978	1.391706	0	0
g10035.t1	g10035	0	0	2.496552	0	0	0	0	0.116228	0.273896	0.254265	0	0.353212	1.133619	0	0.195579	0.399866	0	0.77563	0.840532	1.285587	0	2.223208	0	0.084781	0	0	0	0	0	0	0	0	0	4.757616	0.671064	0	0	0	0	0	1.157064	0.509868	0.481106	0	0	0	0	0	0	0
g10036.t1	g10036	0.173817	0	0	0.502126	0.479986	0.772405	0.472305	0.528977	0.198717	0.345378	0	0	0.206352	0	0	0.181707	0	0	0	0.259996	2.059793	6.080607	0	0	0.578031	0.559175	0.642483	0.937513	0	0.778712	0	0.105165	0	1.731308	0	1.010561	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g10037.t1	g10037	0.032137	0.089519	0	0.037243	0.045161	0	0.058868	0.20149	0.110985	0.424798	0.104415	0.21809	0.157107	0.051455	0.452404	0.205652	0	0.50948	0	5.440149	2.362655	4.938987	7.100623	2.280677	3.689105	0.042147	0.609515	0	0	0.298565	0	0.156128	0	9.201211	7.125784	0.186189	1.22118	1.084957	0	0.576716	4.418397	1.751765	1.806146	2.878274	0.96706	2.261146	0.603939	1.392277	0	0
g10038.t1	g10038	19.222776	25.273178	17.542695	16.786994	25.692815	16.11851	24.956026	32.520258	24.722674	34.837629	31.894222	33.547055	26.313626	6.090459	14.250835	12.480211	18.041486	22.909191	40.447831	24.814028	48.908786	18.220576	18.127659	19.140381	28.003354	28.381295	46.041074	24.66158	17.001039	45.558257	35.699612	33.146175	31.048991	14.458684	35.945791	16.979357	26.464771	9.972495	37.635826	21.902411	8.160881	17.379537	16.29957	19.029436	37.284971	38.860318	48.370033	49.625708	21.359633	29.509187
g10039.t1	g10039	0.030569	0.042608	0	0.035429	0.085958	0	0.08402	0.153459	0.052795	0.040405	0.149009	0.06919	0	0.734353	0.030727	0.521946	1.753385	60.063773	62.651958	14.830647	17.996386	17.452208	0.375457	1.193274	5.98872	0	0.038681	0.335103	0.40208	0	0	0.111394	0	23.774043	3.500302	3.010442	0.580798	0	2.622722	1.097321	0.093426	0.500202	0.256443	0.421584	0.262895	5.531825	1.034436	3.312694	0	1.795878
g1004.t1	g1004	1.467261	3.5737	4.533577	3.657666	4.563636	5.59539	4.474496	7.472067	9.131874	10.154695	5.849624	5.987576	14.569332	22.051415	20.820408	26.844768	24.54953	10.36641	10.245867	16.807753	19.0753	50.449147	21.96167	25.195779	19.30401	5.063674	13.401544	25.176744	5.93447	14.443894	25.905117	9.032574	28.784158	13.403973	21.611847	20.63207	17.154847	5.663222	13.271633	14.649389	36.711796	28.940514	25.149188	27.991535	5.072545	18.658179	10.754711	16.665138	0	1.733404
g10040.t1	g10040	0.059698	0	0.797395	0.069082	0.166297	0.537284	0	0.073742	0.102726	0	0	0.089102	0.575161	1.237124	0.060385	1.008502	1.127593	63.000275	131.455452	16.0295	20.138912	20.823516	0	4.071297	11.60139	0.155089	0.149	0	0	0.181507	0	0.217115	0	41.267493	9.303616	1.732587	0.756136	0	0.637895	0.534205	0	0	0.74998	1.214645	0	16.73983	0.445807	7.683981	0	1.844324
g10041.t1	g10041	0.722356	0.493503	0.956061	2.756653	1.202484	0.646352	1.903035	0.620396	1.820187	2.008314	1.401175	1.77067	7.432046	19.532854	14.72513	15.487406	20.359801	0	4.58737	10.233738	13.818403	9.931027	27.506197	5.625726	18.813194	1.027662	1.165	2.34746	0	0.871286	1.433045	1.574937	1.55612	4.709661	9.679622	2.937257	6.861449	0	1.541267	1.291173	16.415274	21.312459	11.426021	15.080073	8.632857	10.832794	0.26891	5.014159	0	0
g10042.t1	g10042	0	0.108638	0	0	0.220847	0	0.144753	0	0	0	0	0	0	0	0	0	0	0	0	1.557288	0	5.299424	0	0.635258	0	0	0	0.862489	0	0	0	0	0	3.189898	0	0.463715	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g10043.t1	g10043	1.533917	0.740156	0.882006	2.26104	1.557463	1.174324	2.452028	1.233133	1.677253	1.477508	0.728265	1.272805	1.142569	3.642256	0.816566	9.908844	19.057693	35.665232	4.219955	18.326557	14.633897	11.576023	1.48019	4.710217	1.95086	1.159083	0.956949	1.934855	0.315362	1.550791	1.619539	1.534792	2.29855	17.866286	3.793067	10.171704	4.958589	0	3.261877	3.877166	11.412907	19.28659	2.414751	4.111146	1.515506	1.287606	0.602886	3.045934	0	1.374191
g10044.t1	g10044	158.667204	94.984102	62.191443	172.769592	82.24938	39.598312	151.532176	92.321864	113.693385	90.484423	77.713647	113.291975	89.050069	6.771056	7.875883	10.000026	5.949246	75.563025	72.927872	22.983103	57.662677	25.026087	15.967129	19.287382	41.781599	111.513156	82.850023	32.154961	9.604997	75.594251	48.213285	94.832958	51.052811	19.012687	41.029749	21.810283	33.89084	52.714543	81.875733	57.212615	6.441284	11.330209	21.640777	24.750141	115.348626	72.448413	142.304026	77.374564	230.049022	267.259341
g10045.t1	g10045	0.115088	0.158353	0.769839	0	0	2.073662	0	0	0	0.15228	0.093187	0	0.832561	0.183522	0.174537	0.851264	3.263631	150.795937	132.064709	8.651756	15.272416	17.133584	0	1.376253	18.5204	0	0.14377	6.259549	0	4.642978	5.739954	0.06977	6.241525	23.542695	10.606399	1.001893	1.09328	0	3.690262	4.120301	0.349774	0	0.819406	1.172242	0	18.157947	1.719763	15.133453	0	1.770996
g10046.t1	g10046	164.360694	107.33264	115.885013	174.771606	102.331343	66.086062	141.796253	118.840022	122.49815	98.671148	71.821688	100.833699	109.124295	7.525201	5.589263	12.348362	12.281014	54.782026	64.924578	21.165096	34.782192	20.519536	18.606484	17.069651	30.441822	121.44369	103.940939	44.351343	24.187078	95.91512	53.206695	92.068666	72.524026	14.071702	32.540737	21.960799	38.606503	83.744248	59.811313	52.139434	4.783317	7.259273	20.553872	25.565377	99.609773	48.648848	121.786784	67.6887	153.29333	218.747338
g10047.t1	g10047	118.426368	161.41223	94.630899	133.496762	114.296945	97.386303	110.610457	122.275309	116.369021	67.003736	59.035329	85.700465	80.022427	20.418629	13.469747	9.459433	12.00755	57.681814	90.46307	35.396716	51.306892	14.954051	25.716103	27.716675	62.971411	82.296999	90.835036	70.033878	21.376869	90.917998	48.183558	67.404597	46.374821	14.277704	53.95031	34.433865	57.778682	43.616286	88.047184	94.066007	11.84734	19.98359	27.029628	21.638629	126.909514	73.05182	119.735965	85.475449	257.570721	228.609239
g10048.t1	g10048	0.308095	0.405137	0	0.177384	1.872842	0	1.238901	0.723955	0.087333	0.613593	0.985862	0.888404	0.706714	2.41547	0	0	2.800135	65.82948	80.248567	8.242465	28.076399	13.146219	0	3.660036	18.111431	0	0.183961	0	0	0.661183	0	0.371112	0	39.409544	7.395053	0	0	0	0	0	0	0	0.384989	0	0	7.618128	0	5.598483	0	0
g10049.t1	g10049	2.300658	1.3425	1.732239	3.07753	1.81595	4.624806	4.683954	4.200503	10.661219	35.714846	38.680955	36.352404	11.474894	30.879346	13.479077	22.11242	28.098386	8.999033	29.642422	35.415538	26.13218	22.917429	14.468675	14.157284	22.406693	7.112563	11.706285	16.654131	4.98874	10.77587	30.129207	31.365674	40.940027	14.265635	15.226719	16.836587	27.219894	36.7978	9.224914	9.534126	17.791215	20.175918	16.208587	18.186119	11.752127	9.283814	5.901131	5.215309	8.524601	5.888538
g1005.t1	g1005	8.220578	9.600281	10.39078	14.775099	19.094132	21.806238	18.28147	26.605317	27.840645	49.656537	56.934783	48.475907	22.171887	36.357178	28.564227	30.143499	42.488532	27.434765	19.941832	36.538266	36.67206	39.437008	32.354118	23.840126	25.56397	21.25249	28.854782	44.98029	17.000736	33.029023	58.457987	46.154046	60.466649	20.58752	26.697596	27.477939	34.610179	46.683811	21.431383	20.243618	32.131511	37.768705	28.540155	36.787337	20.491518	17.138058	8.017013	18.614738	7.73274	2.336926
