Orthogroup	caenorhabditis_elegans.PRJNA13758	nxOscDolc1.1	nxOscOnir1.2	nxOscSper1.1	nxOscSpeu1.1	nxOscTipu1.1	Total
OG0002953	1	1	1	1	2	1	7
OG0002954	1	1	2	1	1	1	7
OG0002955	1	2	1	1	1	1	7
OG0002956	1	3	1	0	2	0	7
OG0002957	1	1	1	1	1	2	7
OG0002958	7	0	0	0	0	0	7
OG0002959	1	1	1	1	2	1	7
OG0002960	1	1	1	1	2	1	7
OG0002961	2	1	1	1	1	1	7
OG0002962	2	1	1	1	1	1	7
OG0002963	1	2	1	1	1	1	7
OG0002964	1	1	1	2	1	1	7
OG0002965	2	1	1	1	1	1	7
OG0002966	1	2	1	1	1	1	7
OG0002967	1	1	1	1	1	2	7
OG0002968	6	0	0	1	0	0	7
OG0002969	1	1	1	1	2	1	7
OG0002970	1	1	1	2	1	1	7
OG0002971	1	1	1	1	2	1	7
OG0002972	1	1	2	1	1	1	7
OG0002973	1	2	1	1	1	1	7
OG0002974	3	0	1	1	0	2	7
OG0002975	1	1	1	1	2	1	7
OG0002976	1	1	1	1	2	1	7
OG0002977	1	2	1	1	1	1	7
OG0002978	1	1	1	1	1	2	7
OG0002979	2	1	2	1	0	1	7
OG0002980	3	1	1	0	1	1	7
OG0002981	1	1	1	1	2	1	7
OG0002982	1	3	1	0	1	1	7
OG0002983	2	1	1	1	1	1	7
OG0002984	1	2	1	1	1	1	7
OG0002985	1	1	1	2	1	1	7
OG0002986	1	1	1	1	1	2	7
OG0002987	2	1	1	1	1	1	7
OG0002988	1	0	1	3	1	1	7
OG0002989	2	1	1	1	1	1	7
OG0002990	2	1	1	1	1	1	7
OG0002991	1	1	1	2	1	1	7
OG0002992	1	1	1	1	2	1	7
OG0002993	7	0	0	0	0	0	7
OG0002994	1	1	2	1	1	1	7
OG0002995	1	1	1	1	2	1	7
OG0002996	2	1	1	1	1	1	7
OG0002997	2	1	1	1	1	1	7
OG0002998	1	1	2	1	1	1	7
OG0002999	2	1	1	1	1	1	7
OG0003000	1	1	1	2	1	1	7
OG0003001	1	1	2	1	1	1	7
OG0003002	2	1	1	1	1	1	7
OG0003003	2	1	1	1	1	1	7
OG0003004	2	1	1	1	1	1	7
OG0003005	2	1	1	1	1	1	7
OG0003006	1	1	1	1	2	1	7
OG0003007	1	1	2	1	1	1	7
OG0003008	1	1	2	1	1	1	7
OG0003009	2	1	1	1	1	1	7
OG0003010	1	1	1	1	1	2	7
OG0003011	1	1	1	1	1	2	7
OG0003012	1	2	1	1	1	1	7
OG0003013	2	1	1	1	1	1	7
OG0003014	1	2	1	1	1	1	7
OG0003015	2	1	1	1	1	1	7
OG0003016	6	1	0	0	0	0	7
OG0003017	1	2	2	1	0	1	7
OG0003018	1	1	1	1	2	1	7
OG0003019	1	1	1	1	2	1	7
OG0003020	1	1	1	1	2	1	7
OG0003021	1	1	2	1	1	1	7
OG0003022	2	1	1	1	1	1	7
OG0003023	2	1	1	1	1	1	7
OG0003024	1	1	2	1	1	1	7
OG0003025	1	1	2	1	1	1	7
OG0003026	1	1	1	2	1	1	7
OG0003027	4	0	1	0	1	1	7
OG0003028	1	1	2	1	1	1	7
OG0003029	1	1	1	1	2	1	7
OG0003030	2	1	1	1	1	1	7
OG0003031	1	1	1	1	2	1	7
OG0003032	1	2	1	1	1	1	7
OG0003033	1	2	1	1	1	1	7
OG0003034	1	1	1	2	1	1	7
OG0003035	1	1	1	1	2	1	7
OG0003036	1	1	2	1	1	1	7
OG0003037	2	1	1	1	1	1	7
OG0003038	2	1	1	1	1	1	7
OG0003039	1	2	1	1	1	1	7
OG0003040	1	1	2	1	1	1	7
OG0003041	1	1	1	1	2	1	7
OG0003042	1	1	3	0	1	1	7
OG0003043	1	1	1	1	2	1	7
OG0003044	2	1	1	1	1	1	7
OG0003045	1	1	1	1	2	1	7
OG0003046	2	1	1	1	1	1	7
OG0003047	1	1	1	2	1	1	7
OG0003048	1	1	1	1	2	1	7
OG0003049	1	1	1	1	2	1	7
OG0003050	2	1	1	1	1	1	7
OG0003051	1	1	1	1	2	1	7
OG0003052	1	0	2	0	2	2	7
OG0003053	1	1	1	1	2	1	7
OG0003054	1	1	1	2	1	1	7
OG0003055	1	1	1	1	1	2	7
OG0003056	1	1	2	1	1	1	7
OG0003057	1	1	1	1	2	1	7
OG0003058	2	1	1	1	1	1	7
OG0003059	1	2	1	1	1	1	7
OG0003060	2	1	1	1	1	1	7
OG0003061	2	1	1	1	1	1	7
OG0003062	1	1	1	2	1	1	7
OG0003063	1	1	1	1	2	1	7
OG0003064	3	1	1	0	1	1	7
OG0003065	2	1	1	1	1	1	7
OG0003066	1	1	2	1	1	1	7
OG0003067	1	1	1	2	1	1	7
OG0003068	2	1	1	1	1	1	7
OG0003069	2	1	1	1	1	1	7
OG0003070	1	1	1	1	2	1	7
OG0003071	2	0	1	1	1	2	7
OG0003072	1	2	1	1	1	1	7
OG0003073	1	1	2	1	1	1	7
OG0003074	1	1	1	1	1	2	7
OG0003075	1	1	2	1	1	1	7
OG0003076	1	1	1	1	2	1	7
OG0003077	1	1	1	2	1	1	7
OG0003078	2	0	2	1	0	2	7
OG0003079	1	1	1	1	2	1	7
OG0003080	2	1	1	1	1	1	7
OG0003081	2	1	1	1	1	1	7
OG0003082	1	1	1	1	1	2	7
OG0003083	2	1	1	1	1	1	7
OG0003084	2	1	1	1	1	1	7
OG0003085	1	2	1	1	1	1	7
OG0003086	1	1	1	1	2	1	7
OG0003087	2	1	1	1	1	1	7
OG0003088	1	2	1	1	1	1	7
OG0003089	1	2	1	1	1	1	7
OG0003090	2	1	1	1	1	1	7
OG0003091	1	2	1	1	1	1	7
OG0003092	1	1	1	1	2	1	7
OG0003093	1	1	1	1	2	1	7
OG0003094	1	2	1	1	1	1	7
OG0003095	2	0	1	1	2	1	7
OG0003096	1	1	2	1	1	1	7
OG0003097	1	1	2	1	1	1	7
OG0003098	1	1	2	1	1	1	7
OG0003099	1	2	0	1	2	1	7
OG0003100	2	1	1	1	1	1	7
OG0003101	2	1	0	1	3	0	7
OG0003102	2	1	1	1	1	1	7
OG0003103	1	1	1	1	2	1	7
OG0003104	1	2	1	1	1	1	7
OG0003105	1	2	1	1	1	1	7
OG0003106	1	2	1	1	1	1	7
OG0003107	2	1	1	1	1	1	7
OG0003108	1	2	1	1	1	1	7
OG0003109	1	2	1	2	0	1	7
OG0003110	2	1	1	1	1	1	7
OG0003111	1	1	1	1	2	1	7
OG0003112	2	1	1	1	1	1	7
OG0003113	1	1	1	2	1	1	7
OG0003114	1	1	2	1	1	1	7
OG0003115	1	1	1	1	1	2	7
OG0003116	1	2	1	1	1	1	7
OG0003117	1	1	0	2	2	1	7
OG0003118	1	1	2	1	1	1	7
OG0003119	3	0	1	1	1	1	7
OG0003120	1	2	1	1	1	1	7
OG0003121	1	2	1	1	1	1	7
OG0003122	1	2	1	1	1	1	7
OG0003123	1	1	1	1	1	2	7
OG0003124	2	1	1	1	1	1	7
OG0003125	1	1	1	1	2	1	7
OG0003126	1	2	1	1	1	1	7
OG0003127	1	1	1	1	2	1	7
OG0003128	1	2	1	1	1	1	7
OG0003129	1	1	1	1	2	1	7
OG0003130	1	1	2	1	1	1	7
OG0003131	1	2	1	1	1	1	7
OG0003132	1	2	1	1	1	1	7
OG0003133	2	1	1	1	1	1	7
OG0003134	1	1	1	1	2	1	7
OG0003135	1	1	1	1	2	1	7
OG0003136	1	1	2	1	1	1	7
OG0003137	1	1	2	1	1	1	7
OG0003138	1	2	1	1	1	1	7
OG0003139	3	2	1	0	1	0	7
OG0003140	1	1	1	1	2	1	7
OG0003141	2	1	1	1	1	1	7
OG0003142	1	1	1	1	2	1	7
OG0003143	1	2	1	1	1	1	7
OG0003144	2	1	1	1	1	1	7
OG0003145	1	0	2	1	0	3	7
OG0003146	1	1	1	1	2	1	7
OG0003147	2	1	1	1	1	1	7
OG0003148	2	1	1	2	0	1	7
OG0003149	1	1	1	1	2	1	7
OG0003150	1	0	2	1	1	2	7
OG0003151	1	1	1	1	1	2	7
OG0003152	2	1	1	1	1	1	7
OG0003153	1	1	1	2	1	1	7
OG0003154	1	1	1	1	2	1	7
OG0003155	1	1	1	2	1	1	7
OG0003156	1	1	1	1	2	1	7
OG0003157	1	1	1	1	2	1	7
OG0003158	2	1	1	1	1	1	7
OG0003159	1	1	2	1	1	1	7
OG0003160	1	1	1	2	1	1	7
OG0003161	1	2	1	1	1	1	7
OG0003162	2	1	1	1	1	1	7
OG0003163	2	1	1	1	1	1	7
OG0003164	1	2	1	1	1	1	7
OG0003165	1	2	1	1	1	1	7
OG0003166	1	1	2	1	1	1	7
OG0003167	1	1	1	1	1	2	7
OG0003168	1	1	1	1	2	1	7
OG0003169	2	1	1	1	1	1	7
OG0003170	2	1	1	1	1	1	7
OG0003171	1	1	1	1	1	2	7
OG0003172	1	1	1	0	2	2	7
OG0003173	1	1	2	1	1	1	7
OG0003174	1	1	2	1	1	1	7
OG0003175	2	1	1	1	1	1	7
OG0003176	2	1	1	1	1	1	7
OG0003177	2	1	1	1	1	1	7
OG0003178	1	1	1	1	1	2	7
OG0003179	1	1	1	1	1	2	7
OG0003180	2	1	1	1	1	1	7
OG0003181	1	1	1	2	1	1	7
OG0003182	2	1	1	1	1	1	7
OG0003183	1	1	2	1	1	1	7
OG0003184	1	1	1	1	2	1	7
OG0003185	1	1	1	1	2	1	7
OG0003186	1	1	1	1	2	1	7
OG0003187	1	2	1	1	1	1	7
OG0003188	1	1	2	0	1	2	7
OG0003189	1	2	1	1	1	1	7
OG0003190	1	1	1	1	2	1	7
OG0003191	1	1	2	1	1	1	7
OG0003192	1	1	1	1	1	2	7
OG0003193	7	0	0	0	0	0	7
OG0003194	1	1	2	1	1	1	7
OG0003195	1	1	1	1	2	1	7
OG0003196	1	2	1	1	1	1	7
OG0003197	1	1	2	1	1	1	7
OG0003198	1	2	1	1	1	1	7
OG0003199	1	2	1	1	1	1	7
OG0003200	1	1	1	1	2	1	7
OG0003201	1	1	1	1	2	1	7
OG0003202	1	1	2	1	1	1	7
OG0003203	2	1	0	1	2	1	7
OG0003204	1	1	2	1	1	1	7
OG0003205	1	2	1	1	1	1	7
OG0003206	1	1	1	2	1	1	7
OG0003207	2	1	1	1	1	1	7
OG0003208	1	2	1	1	1	1	7
OG0003209	1	1	1	1	2	1	7
OG0003210	2	1	1	1	1	1	7
OG0003211	1	2	1	1	1	1	7
OG0003212	1	2	1	1	1	1	7
OG0003213	1	1	3	0	1	1	7
OG0003214	1	1	1	1	1	2	7
OG0003215	2	1	2	1	0	1	7
OG0003216	7	0	0	0	0	0	7
OG0003217	1	1	1	1	1	2	7
OG0003218	2	1	1	1	1	1	7
OG0003219	1	1	1	1	1	2	7
OG0003220	1	1	1	1	2	1	7
OG0003221	2	1	1	1	1	1	7
OG0003222	1	1	1	2	1	1	7
OG0003223	1	1	2	1	1	1	7
OG0003224	1	1	1	1	2	1	7
OG0003225	2	1	1	1	1	1	7
OG0003226	3	0	3	0	1	0	7
OG0003227	1	0	1	1	3	1	7
OG0003228	2	1	1	1	1	1	7
OG0003229	1	1	1	1	1	2	7
OG0003230	2	1	1	1	1	1	7
OG0003231	2	0	2	1	1	1	7
OG0003232	2	1	1	1	1	1	7
OG0003233	7	0	0	0	0	0	7
OG0003234	1	1	2	1	1	1	7
OG0003235	1	1	2	1	1	1	7
OG0003236	1	1	1	1	2	1	7
OG0003237	1	1	1	2	1	1	7
OG0003238	1	1	1	1	2	1	7
OG0003239	2	1	1	1	1	1	7
OG0003240	1	1	1	2	1	1	7
OG0003241	1	1	1	2	1	1	7
OG0003242	1	2	1	1	1	1	7
OG0003243	2	1	1	1	1	1	7
OG0003244	1	1	1	1	1	2	7
OG0003245	1	1	1	1	1	2	7
OG0003246	1	1	1	1	1	2	7
OG0003247	1	1	1	1	2	1	7
OG0003248	1	1	1	1	2	1	7
OG0003249	1	2	1	1	1	1	7
OG0003250	1	1	1	2	1	1	7
OG0003251	1	1	1	1	1	2	7
OG0003252	1	1	1	1	1	2	7
OG0003253	1	1	1	2	1	1	7
OG0003254	1	1	1	1	2	1	7
OG0003255	2	1	1	1	1	1	7
OG0003256	1	1	1	1	2	1	7
OG0003257	1	1	2	1	1	1	7
OG0003258	2	1	1	1	1	1	7
OG0003259	1	1	1	1	2	1	7
OG0003260	2	1	1	1	1	1	7
OG0003261	1	2	1	1	1	1	7
OG0003262	2	1	1	2	1	0	7
OG0003263	1	1	2	1	1	1	7
OG0003264	1	1	1	1	2	1	7
OG0003265	1	1	1	2	1	1	7
OG0003266	1	1	1	1	2	1	7
OG0003267	1	1	2	1	1	1	7
OG0003268	2	1	1	1	1	1	7
OG0003269	1	1	1	1	2	1	7
OG0003270	1	2	1	1	1	1	7
OG0003271	1	2	1	1	1	1	7
OG0003272	1	1	1	2	1	1	7
OG0003273	1	3	1	0	1	1	7
OG0003274	1	2	1	1	1	1	7
OG0003275	1	1	1	1	2	1	7
OG0003276	1	2	1	1	1	1	7
OG0003277	1	2	1	1	1	1	7
OG0003278	1	1	1	1	2	1	7
OG0003279	1	3	0	1	1	1	7
OG0003280	1	1	1	2	1	1	7
OG0003281	2	1	1	1	1	1	7
OG0003282	1	1	2	1	1	1	7
OG0003283	1	1	2	1	1	1	7
OG0003284	2	1	1	1	1	1	7
OG0003285	2	1	1	1	1	1	7
OG0003286	1	1	1	1	2	1	7
OG0003287	1	2	1	1	1	1	7
OG0003288	1	1	1	1	2	1	7
OG0003289	1	2	1	1	1	1	7
OG0003290	1	1	1	1	2	1	7
OG0003291	1	1	1	1	2	1	7
OG0003292	1	1	1	1	1	2	7
OG0003293	2	1	1	1	1	1	7
OG0003294	2	1	1	1	1	1	7
OG0003295	1	1	2	1	1	1	7
OG0003296	1	1	2	1	1	1	7
OG0003297	1	2	1	1	1	1	7
OG0003298	2	1	1	1	1	1	7
OG0003299	2	1	1	1	1	1	7
OG0003300	1	1	2	1	1	1	7
OG0003301	1	2	1	1	1	1	7
OG0003302	2	1	1	1	1	1	7
OG0003303	1	1	1	1	2	1	7
OG0003304	1	1	2	1	1	1	7
OG0003305	1	1	1	1	2	1	7
OG0003306	1	2	1	1	1	1	7
OG0003307	2	1	1	1	1	1	7
OG0003308	1	2	1	1	1	1	7
OG0003309	1	2	1	1	1	1	7
OG0003310	1	1	1	2	1	1	7
OG0003311	1	2	1	1	1	1	7
OG0003312	1	1	1	1	2	1	7
OG0003313	1	1	1	1	1	2	7
OG0003314	2	1	1	1	1	1	7
OG0003315	1	1	1	1	1	2	7
OG0003316	1	1	2	1	1	1	7
OG0003317	2	1	1	1	1	1	7
OG0003318	1	1	1	2	1	1	7
OG0003319	2	0	2	1	1	1	7
OG0003320	1	2	1	1	1	1	7
OG0003321	1	1	1	1	1	2	7
OG0003322	1	1	1	1	2	1	7
OG0003323	2	1	1	1	1	1	7
OG0003324	1	2	1	1	1	1	7
OG0003325	1	1	1	2	1	1	7
OG0003326	1	1	1	1	2	1	7
OG0003327	1	1	2	1	1	1	7
OG0003328	1	1	1	1	2	1	7
OG0003329	1	2	1	1	1	1	7
OG0003330	2	1	1	1	1	1	7
OG0003331	1	1	1	1	2	1	7
OG0003332	1	1	1	1	1	2	7
OG0003333	1	1	1	1	1	2	7
OG0003334	1	1	1	1	2	1	7
OG0003335	2	1	1	1	1	1	7
OG0003336	1	1	1	2	1	1	7
OG0003337	1	1	1	1	2	1	7
OG0003338	1	1	1	2	1	1	7
OG0003339	1	2	1	1	1	1	7
OG0003340	1	1	1	2	1	1	7
OG0003341	1	1	1	1	1	2	7
OG0003342	1	1	2	1	1	1	7
OG0003343	1	1	1	1	2	1	7
OG0003344	1	1	1	1	2	1	7
OG0003345	1	1	1	2	1	1	7
OG0003346	1	1	1	1	2	1	7
OG0003347	1	1	1	1	2	1	7
OG0003348	1	2	2	1	0	1	7
OG0003349	1	2	1	1	1	1	7
OG0003350	1	1	2	0	1	2	7
OG0003351	1	1	1	1	2	1	7
OG0003352	1	1	2	0	2	1	7
OG0003353	1	1	2	1	1	1	7
OG0003354	1	2	1	1	1	1	7
OG0003355	1	1	1	1	2	1	7
OG0003356	1	1	1	2	1	1	7
OG0003357	1	2	1	1	1	1	7
OG0003358	1	0	2	1	1	2	7
OG0003359	1	1	1	1	2	1	7
OG0003360	2	1	1	1	1	1	7
OG0003361	1	1	1	1	2	1	7
OG0003362	1	1	1	1	2	1	7
OG0003363	2	1	1	1	1	1	7
OG0003364	1	1	1	1	1	2	7
OG0003365	1	1	2	1	1	1	7
OG0003366	1	1	1	1	1	2	7
OG0003367	1	1	1	1	2	1	7
OG0003368	2	1	1	1	1	1	7
OG0003369	1	1	1	1	1	2	7
OG0003370	1	1	2	1	1	1	7
OG0003371	2	1	0	2	2	0	7
OG0003372	2	1	1	1	1	1	7
OG0003373	1	1	2	1	1	1	7
OG0003374	1	1	1	1	2	1	7
OG0003375	1	1	1	2	1	1	7
OG0003376	1	2	1	1	1	1	7
OG0003377	1	2	1	1	1	1	7
OG0003378	1	1	1	2	1	1	7
OG0003379	1	1	1	1	2	1	7
OG0003380	1	1	1	2	1	1	7
OG0003381	1	2	1	1	1	1	7
OG0003382	1	2	1	1	1	1	7
OG0003383	1	1	1	1	2	1	7
OG0003384	1	1	1	1	2	1	7
OG0003385	1	2	1	1	1	1	7
OG0003386	2	1	1	0	1	2	7
OG0003387	2	1	1	1	1	1	7
OG0003388	1	1	1	1	2	1	7
OG0003389	1	1	1	1	2	1	7
OG0003390	1	2	1	1	1	1	7
OG0003391	2	1	1	1	1	1	7
OG0003392	1	1	2	1	1	1	7
OG0003393	1	1	1	2	1	1	7
OG0003394	1	1	1	1	1	2	7
OG0003395	1	1	1	1	2	1	7
OG0003396	1	2	1	1	1	1	7
OG0003397	1	2	1	1	1	1	7
OG0003398	1	1	1	1	2	1	7
OG0003399	1	1	2	1	1	1	7
OG0003400	1	1	1	2	1	1	7
OG0003401	2	1	1	1	1	1	7
OG0003402	1	2	1	1	1	1	7
OG0003403	1	1	1	1	2	1	7
OG0003404	2	1	1	1	1	1	7
OG0003405	1	1	1	2	1	1	7
OG0003406	1	1	1	1	1	2	7
OG0003407	1	2	1	1	1	1	7
OG0003408	1	1	1	0	1	3	7
OG0003409	1	1	1	2	1	1	7
OG0003410	1	1	1	2	1	1	7
OG0003411	1	1	2	1	1	1	7
OG0003412	1	1	1	1	2	1	7
OG0003413	1	1	1	2	1	1	7
OG0003414	1	1	1	2	1	1	7
OG0003415	1	1	1	1	2	1	7
OG0003416	1	2	1	1	1	1	7
OG0003417	1	1	2	1	1	1	7
OG0003418	1	1	1	1	1	2	7
OG0003419	1	1	1	2	1	1	7
OG0003420	1	1	1	2	1	1	7
OG0003421	1	2	2	0	1	1	7
OG0003422	2	1	1	1	1	1	7
OG0003423	1	1	1	1	2	1	7
OG0003424	1	1	1	1	1	2	7
OG0003425	1	1	1	2	1	1	7
OG0003426	1	1	1	1	1	2	7
OG0003427	2	1	1	1	1	1	7
OG0003428	1	2	0	1	2	1	7
OG0003429	1	1	2	1	1	1	7
OG0003430	1	2	1	1	1	1	7
OG0003431	1	1	1	2	1	1	7
OG0003432	1	2	1	1	1	1	7
OG0003433	1	1	1	1	2	1	7
OG0003434	1	1	1	2	1	1	7
OG0003435	2	1	1	1	1	1	7
OG0003436	1	1	1	1	1	2	7
OG0003437	1	2	1	1	1	1	7
OG0003438	1	1	2	1	1	1	7
OG0003439	1	2	1	1	1	1	7
OG0003440	1	1	1	2	1	1	7
OG0003441	1	0	2	1	1	2	7
OG0003442	1	1	1	1	1	2	7
OG0003443	1	1	2	1	1	1	7
OG0003444	1	1	1	1	2	1	7
OG0003445	1	1	0	1	3	1	7
OG0003446	1	1	1	1	2	1	7
OG0003447	1	1	1	1	2	1	7
OG0003448	1	2	1	1	1	1	7
OG0003449	1	1	2	1	1	1	7
OG0003450	1	1	1	1	2	1	7
OG0003451	1	1	1	1	1	2	7
OG0003452	1	1	1	2	1	1	7
OG0003453	0	2	1	2	1	1	7
OG0003454	0	2	2	0	2	1	7
OG0003455	0	5	1	0	1	0	7
OG0003456	0	1	0	4	2	0	7
OG0003457	0	1	2	1	2	1	7
OG0003458	0	5	1	0	1	0	7
OG0003459	0	4	0	1	1	1	7
OG0003460	0	1	0	1	4	1	7
OG0003461	0	2	2	1	1	1	7
OG0003462	0	1	1	2	1	2	7
OG0003463	0	1	2	2	1	1	7
OG0003464	0	1	2	0	2	2	7
OG0003465	0	3	2	0	2	0	7
OG0003466	0	7	0	0	0	0	7
OG0003467	0	1	1	2	1	2	7
OG0003468	0	1	2	1	1	2	7
OG0003469	0	1	3	0	1	2	7
OG0003470	0	1	1	1	3	1	7
OG0003471	0	1	1	2	1	2	7
OG0003472	0	1	1	1	2	2	7
OG0003473	0	2	1	1	2	1	7
OG0003474	0	1	2	1	2	1	7
OG0003475	0	3	1	1	0	2	7
OG0003476	0	1	1	0	1	4	7
OG0003477	0	7	0	0	0	0	7
OG0003478	0	2	0	1	3	1	7
OG0003479	0	1	2	2	1	1	7
OG0003480	0	6	0	0	0	1	7
OG0003481	0	2	2	1	1	1	7
OG0003482	0	3	1	0	2	1	7
OG0003483	0	3	2	1	1	0	7
OG0003484	0	3	1	1	1	1	7
OG0003485	0	1	1	2	2	1	7
OG0003486	0	7	0	0	0	0	7
OG0003487	0	7	0	0	0	0	7
OG0003488	0	1	2	1	1	2	7
OG0003489	0	6	0	0	1	0	7
OG0003490	0	5	1	0	1	0	7
OG0003491	0	2	2	0	1	2	7
OG0003492	0	2	1	2	1	1	7
OG0003493	0	1	3	1	1	1	7
OG0003494	0	1	3	1	1	1	7
OG0003495	0	1	2	1	1	2	7
OG0003496	0	4	1	1	0	1	7
OG0003497	0	3	1	1	1	1	7
OG0003498	0	5	0	0	2	0	7
OG0003499	0	3	1	1	1	1	7
OG0003500	0	2	4	0	0	1	7
OG0003501	0	2	1	2	1	1	7
OG0003502	0	1	1	1	2	2	7
OG0003503	0	1	1	2	2	1	7
OG0003504	0	1	1	1	2	2	7
OG0003505	0	4	1	1	1	0	7
OG0003506	0	1	1	2	2	1	7
OG0003507	0	2	2	0	2	1	7
OG0003508	0	3	1	1	1	1	7
OG0003509	0	1	2	0	1	3	7
OG0003510	0	7	0	0	0	0	7
OG0003511	0	3	1	1	1	1	7
OG0003512	0	1	1	2	2	1	7
OG0003513	0	6	0	0	1	0	7
OG0003514	0	4	0	1	1	1	7
OG0003515	0	2	1	1	2	1	7
OG0003516	0	7	0	0	0	0	7
OG0003517	0	1	3	1	1	1	7
OG0003518	0	1	1	2	2	1	7
OG0003519	0	1	1	1	2	2	7
OG0003520	0	1	1	2	2	1	7
OG0003521	0	5	0	0	0	2	7
OG0003522	0	3	1	1	1	1	7
OG0003523	0	4	1	0	1	1	7
OG0003524	0	1	1	2	2	1	7
OG0003525	0	1	1	2	2	1	7
OG0003526	0	2	1	1	2	1	7
OG0003527	0	2	1	1	2	1	7
OG0003528	0	2	1	1	1	2	7
OG0003529	0	1	2	1	2	1	7
OG0003530	0	1	1	2	2	1	7
OG0003531	0	2	1	1	2	1	7
OG0003532	0	1	2	0	1	3	7
OG0003533	0	1	2	0	1	3	7
OG0003534	0	2	2	1	1	1	7
OG0003535	0	1	1	2	2	1	7
OG0003536	0	2	1	1	2	1	7
OG0003537	0	3	1	0	2	1	7
OG0003538	0	2	2	0	2	1	7
OG0003539	0	3	0	1	3	0	7
OG0003540	0	3	1	1	1	1	7
OG0003541	0	2	1	1	1	2	7
OG0003542	0	6	0	1	0	0	7
OG0003543	0	2	1	0	3	1	7
OG0003544	0	1	3	2	0	1	7
OG0003545	0	1	2	1	1	2	7
OG0003546	0	1	2	2	0	2	7
OG0003547	0	2	2	1	0	2	7
OG0003548	0	1	1	0	4	1	7
OG0003549	0	1	1	3	1	1	7
OG0003550	0	2	1	2	1	1	7
OG0003551	0	1	1	0	0	5	7
OG0003552	0	1	1	1	2	2	7
OG0003553	0	2	1	1	2	1	7
OG0003554	0	2	2	1	2	0	7
OG0003555	0	4	1	0	1	1	7
OG0003556	0	4	0	0	3	0	7
OG0003557	0	4	1	0	2	0	7
OG0003558	0	1	2	0	2	2	7
OG0003559	0	2	1	2	1	1	7
OG0003560	0	4	1	0	1	1	7
OG0003561	0	2	2	0	2	1	7
OG0003562	0	1	1	2	2	1	7
OG0003563	0	7	0	0	0	0	7
OG0003564	0	1	1	2	1	2	7
OG0003565	0	1	2	1	2	1	7
OG0003566	0	1	3	1	1	1	7
OG0003567	0	1	2	1	1	2	7
OG0003568	0	1	2	0	4	0	7
OG0003569	0	1	2	1	1	2	7
OG0003570	0	1	3	0	2	1	7
OG0003571	0	1	1	1	3	1	7
OG0003572	0	7	0	0	0	0	7
OG0003573	0	1	0	5	1	0	7
OG0003574	0	1	1	1	1	3	7
OG0003575	0	1	3	1	1	1	7
OG0003576	0	1	1	1	3	1	7
OG0003577	0	1	1	1	3	1	7
OG0003578	0	1	2	1	1	2	7
OG0003579	0	1	4	0	0	2	7
OG0003580	0	1	2	1	1	2	7
OG0003581	0	2	1	1	2	1	7
OG0003582	0	1	2	1	1	2	7
OG0003583	0	1	2	1	1	2	7
OG0003584	0	1	2	0	1	3	7
OG0003585	0	1	3	0	1	2	7
OG0003586	0	1	1	2	2	1	7
OG0003587	0	1	2	1	1	2	7
OG0003588	0	1	1	0	4	1	7
OG0003589	0	1	1	2	1	2	7
OG0003590	0	2	2	0	2	1	7
OG0003591	0	2	3	0	0	2	7
OG0003592	0	1	4	0	0	2	7
OG0003593	0	0	3	1	1	2	7
OG0003594	0	0	2	1	2	2	7
OG0003595	0	0	1	2	1	3	7
OG0003596	0	0	3	1	0	3	7
OG0003597	0	0	6	0	0	1	7
OG0003598	0	0	2	0	0	5	7
OG0003599	0	0	1	1	4	1	7
OG0003600	0	0	3	0	0	4	7
OG0003601	0	0	5	0	1	1	7
OG0003602	0	0	3	1	1	2	7
OG0003603	0	0	5	0	1	1	7
OG0003604	0	0	6	0	0	1	7
OG0003605	0	0	2	0	3	2	7
OG0003606	0	0	4	0	0	3	7
OG0003607	0	0	5	0	0	2	7
OG0003608	0	0	1	2	1	3	7
OG0003609	0	0	1	0	0	6	7
OG0003610	0	0	2	1	2	2	7
OG0003611	0	0	5	0	1	1	7
OG0003612	0	0	2	1	1	3	7
OG0003613	0	0	3	0	0	4	7
OG0003614	0	0	1	0	0	6	7
OG0003615	0	0	3	1	3	0	7
OG0003616	0	0	7	0	0	0	7
OG0003617	0	0	1	2	3	1	7
OG0003618	0	0	0	7	0	0	7
OG0003619	0	0	0	7	0	0	7
OG0003620	0	0	0	2	5	0	7
OG0003621	0	0	0	2	4	1	7
OG0003622	0	0	0	1	6	0	7
OG0003623	0	0	0	3	3	1	7
OG0003624	0	0	0	1	6	0	7
OG0003625	0	0	0	0	7	0	7
OG0003626	0	0	0	0	7	0	7
OG0003627	0	0	0	0	7	0	7
OG0003628	0	0	0	0	7	0	7
OG0003629	0	0	0	0	7	0	7
OG0003630	0	0	0	0	7	0	7
OG0003631	0	0	0	0	7	0	7
OG0003632	0	0	0	0	7	0	7
OG0003633	0	0	0	0	7	0	7
OG0003634	0	0	0	0	7	0	7
OG0003635	0	0	0	0	6	1	7
OG0003636	0	0	0	0	7	0	7
OG0003637	0	0	0	0	7	0	7
OG0003638	0	0	0	0	7	0	7
OG0003639	0	0	0	0	7	0	7
OG0003640	0	0	0	0	0	7	7
OG0003641	0	0	0	0	0	7	7
OG0003642	1	1	1	1	1	1	6
OG0003643	1	1	1	1	1	1	6
OG0003644	1	1	1	1	1	1	6
OG0003645	1	1	1	1	1	1	6
OG0003646	1	1	1	1	1	1	6
OG0003647	1	1	1	1	1	1	6
