Orthogroup	caenorhabditis_elegans.PRJNA13758	nxOscDolc1.1	nxOscOnir1.2	nxOscSper1.1	nxOscSpeu1.1	nxOscTipu1.1	Total
OG0008753	1	1	1	1	1	1	6
OG0008754	1	1	1	1	1	1	6
OG0008755	1	1	1	1	1	1	6
OG0008756	1	1	1	1	1	1	6
OG0008757	1	1	1	1	1	1	6
OG0008758	1	1	1	1	1	1	6
OG0008759	1	1	1	1	1	1	6
OG0008760	1	1	1	1	1	1	6
OG0008761	1	1	1	1	1	1	6
OG0008762	1	1	1	1	1	1	6
OG0008763	1	1	1	1	1	1	6
OG0008764	1	1	1	1	1	1	6
OG0008765	1	1	1	1	1	1	6
OG0008766	1	1	1	1	1	1	6
OG0008767	1	1	1	1	1	1	6
OG0008768	1	1	1	1	1	1	6
OG0008769	1	1	1	1	1	1	6
OG0008770	1	1	1	1	1	1	6
OG0008771	1	1	1	1	1	1	6
OG0008772	1	1	1	1	1	1	6
OG0008773	1	1	1	1	1	1	6
OG0008774	1	1	1	1	1	1	6
OG0008775	1	1	1	1	1	1	6
OG0008776	1	1	1	1	1	1	6
OG0008777	1	1	1	1	1	1	6
OG0008778	1	1	1	1	1	1	6
OG0008779	1	1	1	1	1	1	6
OG0008780	1	1	1	1	1	1	6
OG0008781	1	1	1	1	1	1	6
OG0008782	1	1	1	1	1	1	6
OG0008783	1	1	1	1	1	1	6
OG0008784	1	1	1	1	1	1	6
OG0008785	1	1	1	1	1	1	6
OG0008786	1	1	1	1	1	1	6
OG0008787	1	1	1	1	1	1	6
OG0008788	1	1	1	1	1	1	6
OG0008789	1	1	1	1	1	1	6
OG0008790	1	1	1	1	1	1	6
OG0008791	1	1	1	1	1	1	6
OG0008792	1	1	1	1	1	1	6
OG0008793	1	1	1	1	1	1	6
OG0008794	1	1	1	1	1	1	6
OG0008795	1	1	1	1	1	1	6
OG0008796	1	1	1	1	1	1	6
OG0008797	1	1	1	1	1	1	6
OG0008798	1	1	1	1	1	1	6
OG0008799	1	1	1	1	1	1	6
OG0008800	1	1	1	1	1	1	6
OG0008801	1	1	1	1	1	1	6
OG0008802	1	1	1	1	1	1	6
OG0008803	1	1	1	1	1	1	6
OG0008804	1	1	1	1	1	1	6
OG0008805	1	1	1	1	1	1	6
OG0008806	1	1	1	1	1	1	6
OG0008807	1	1	1	1	1	1	6
OG0008808	1	1	1	1	1	1	6
OG0008809	2	1	1	0	1	1	6
OG0008810	1	1	1	1	1	1	6
OG0008811	1	1	1	1	1	1	6
OG0008812	1	1	1	1	1	1	6
OG0008813	1	1	1	1	1	1	6
OG0008814	1	1	1	1	1	1	6
OG0008815	1	1	1	1	1	1	6
OG0008816	1	1	1	1	1	1	6
OG0008817	1	1	1	1	1	1	6
OG0008818	1	1	1	1	1	1	6
OG0008819	1	1	1	1	1	1	6
OG0008820	1	1	1	1	1	1	6
OG0008821	1	1	1	1	1	1	6
OG0008822	1	1	1	1	1	1	6
OG0008823	1	2	1	1	0	1	6
OG0008824	1	1	1	1	1	1	6
OG0008825	1	1	1	1	1	1	6
OG0008826	1	1	1	1	1	1	6
OG0008827	1	1	1	1	1	1	6
OG0008828	1	1	1	1	1	1	6
OG0008829	1	1	1	1	1	1	6
OG0008830	1	1	1	1	1	1	6
OG0008831	1	1	1	1	1	1	6
OG0008832	1	1	1	1	1	1	6
OG0008833	1	1	1	1	1	1	6
OG0008834	1	1	1	1	1	1	6
OG0008835	1	1	1	1	1	1	6
OG0008836	1	1	1	1	1	1	6
OG0008837	1	1	1	1	1	1	6
OG0008838	1	1	1	1	1	1	6
OG0008839	1	1	1	1	1	1	6
OG0008840	1	1	1	1	1	1	6
OG0008841	1	1	1	1	1	1	6
OG0008842	1	1	1	1	1	1	6
OG0008843	1	1	1	1	1	1	6
OG0008844	1	1	1	1	1	1	6
OG0008845	1	1	1	1	1	1	6
OG0008846	1	2	0	1	2	0	6
OG0008847	1	1	1	1	1	1	6
OG0008848	1	1	1	1	1	1	6
OG0008849	1	1	1	1	1	1	6
OG0008850	1	1	1	1	1	1	6
OG0008851	1	1	1	1	1	1	6
OG0008852	1	1	1	1	1	1	6
OG0008853	1	1	1	1	1	1	6
OG0008854	1	1	1	1	1	1	6
OG0008855	1	1	1	1	1	1	6
OG0008856	1	1	1	1	1	1	6
OG0008857	1	1	1	1	1	1	6
OG0008858	1	1	1	1	1	1	6
OG0008859	1	1	1	1	1	1	6
OG0008860	1	1	1	1	1	1	6
OG0008861	1	1	1	1	1	1	6
OG0008862	1	1	1	1	1	1	6
OG0008863	1	1	1	1	1	1	6
OG0008864	1	1	1	1	1	1	6
OG0008865	1	1	1	1	1	1	6
OG0008866	1	1	1	1	1	1	6
OG0008867	1	1	1	1	1	1	6
OG0008868	1	1	1	1	1	1	6
OG0008869	1	1	1	1	1	1	6
OG0008870	1	1	1	1	1	1	6
OG0008871	1	1	1	1	1	1	6
OG0008872	1	1	1	1	1	1	6
OG0008873	1	1	1	1	1	1	6
OG0008874	1	1	1	1	1	1	6
OG0008875	1	1	1	1	1	1	6
OG0008876	1	1	1	1	1	1	6
OG0008877	1	1	1	1	1	1	6
OG0008878	1	1	1	1	1	1	6
OG0008879	1	1	1	1	1	1	6
OG0008880	1	1	1	1	1	1	6
OG0008881	1	1	1	1	1	1	6
OG0008882	1	1	1	1	1	1	6
OG0008883	1	1	1	1	1	1	6
OG0008884	1	1	1	1	1	1	6
OG0008885	1	1	1	1	1	1	6
OG0008886	1	1	1	1	1	1	6
OG0008887	1	1	1	1	1	1	6
OG0008888	1	1	1	1	1	1	6
OG0008889	1	1	1	1	1	1	6
OG0008890	1	0	1	2	1	1	6
OG0008891	1	1	1	1	1	1	6
OG0008892	1	1	1	1	1	1	6
OG0008893	1	1	1	1	1	1	6
OG0008894	1	1	1	1	1	1	6
OG0008895	1	1	1	1	1	1	6
OG0008896	1	1	1	1	1	1	6
OG0008897	1	1	1	1	1	1	6
OG0008898	1	1	1	1	1	1	6
OG0008899	1	1	1	1	1	1	6
OG0008900	1	1	1	1	1	1	6
OG0008901	1	1	1	1	1	1	6
OG0008902	1	1	1	1	1	1	6
OG0008903	1	1	1	1	1	1	6
OG0008904	1	1	1	1	1	1	6
OG0008905	1	1	1	1	1	1	6
OG0008906	1	1	1	1	1	1	6
OG0008907	1	2	0	2	1	0	6
OG0008908	1	1	1	1	1	1	6
OG0008909	1	1	1	1	1	1	6
OG0008910	1	1	1	1	1	1	6
OG0008911	1	1	1	1	1	1	6
OG0008912	1	1	1	1	1	1	6
OG0008913	0	1	2	0	2	1	6
OG0008914	0	2	1	1	1	1	6
OG0008915	0	3	1	1	0	1	6
OG0008916	0	4	0	2	0	0	6
OG0008917	0	1	1	1	1	2	6
OG0008918	0	1	1	2	1	1	6
OG0008919	0	4	1	1	0	0	6
OG0008920	0	6	0	0	0	0	6
OG0008921	0	2	1	1	1	1	6
OG0008922	0	3	1	1	0	1	6
OG0008923	0	1	1	1	1	2	6
OG0008924	0	2	1	0	2	1	6
OG0008925	0	1	2	1	1	1	6
OG0008926	0	3	1	0	1	1	6
OG0008927	0	1	2	0	1	2	6
OG0008928	0	2	1	1	1	1	6
OG0008929	0	2	1	1	1	1	6
OG0008930	0	1	1	2	1	1	6
OG0008931	0	1	1	1	2	1	6
OG0008932	0	1	2	0	1	2	6
OG0008933	0	2	0	2	2	0	6
OG0008934	0	1	1	0	2	2	6
OG0008935	0	1	1	1	1	2	6
OG0008936	0	2	1	1	1	1	6
OG0008937	0	2	1	1	2	0	6
OG0008938	0	5	0	0	1	0	6
OG0008939	0	1	1	1	2	1	6
OG0008940	0	6	0	0	0	0	6
OG0008941	0	2	1	1	1	1	6
OG0008942	0	3	2	0	0	1	6
OG0008943	0	1	1	1	2	1	6
OG0008944	0	2	1	1	1	1	6
OG0008945	0	6	0	0	0	0	6
OG0008946	0	1	1	0	1	3	6
OG0008947	0	6	0	0	0	0	6
OG0008948	0	6	0	0	0	0	6
OG0008949	0	2	1	0	2	1	6
OG0008950	0	6	0	0	0	0	6
OG0008951	0	6	0	0	0	0	6
OG0008952	0	2	1	0	1	2	6
OG0008953	0	2	2	0	1	1	6
OG0008954	0	2	1	1	1	1	6
OG0008955	0	1	1	1	2	1	6
OG0008956	0	2	1	1	1	1	6
OG0008957	0	1	1	1	2	1	6
OG0008958	0	2	0	2	2	0	6
OG0008959	0	1	1	2	1	1	6
OG0008960	0	1	1	2	1	1	6
OG0008961	0	1	1	2	1	1	6
OG0008962	0	1	1	1	1	2	6
OG0008963	0	2	1	1	1	1	6
OG0008964	0	3	0	0	2	1	6
OG0008965	0	2	1	1	1	1	6
OG0008966	0	2	1	1	1	1	6
OG0008967	0	2	1	1	1	1	6
OG0008968	0	1	1	0	3	1	6
OG0008969	0	1	1	1	1	2	6
OG0008970	0	2	1	1	1	1	6
OG0008971	0	1	1	2	1	1	6
OG0008972	0	1	2	1	1	1	6
OG0008973	0	2	1	1	1	1	6
OG0008974	0	6	0	0	0	0	6
OG0008975	0	1	0	1	4	0	6
OG0008976	0	3	1	1	1	0	6
OG0008977	0	2	1	1	1	1	6
OG0008978	0	3	0	1	1	1	6
OG0008979	0	2	1	1	1	1	6
OG0008980	0	1	1	2	1	1	6
OG0008981	0	1	1	1	1	2	6
OG0008982	0	2	1	1	1	1	6
OG0008983	0	1	1	2	1	1	6
OG0008984	0	1	1	2	1	1	6
OG0008985	0	1	1	1	2	1	6
OG0008986	0	2	1	1	1	1	6
OG0008987	0	2	1	1	2	0	6
OG0008988	0	1	1	2	1	1	6
OG0008989	0	6	0	0	0	0	6
OG0008990	0	1	1	1	2	1	6
OG0008991	0	1	2	1	1	1	6
OG0008992	0	2	1	0	2	1	6
OG0008993	0	6	0	0	0	0	6
OG0008994	0	1	1	0	3	1	6
OG0008995	0	1	1	1	1	2	6
OG0008996	0	1	0	3	2	0	6
OG0008997	0	1	2	1	1	1	6
OG0008998	0	1	1	1	1	2	6
OG0008999	0	1	2	1	1	1	6
OG0009000	0	2	1	1	1	1	6
OG0009001	0	1	1	1	2	1	6
OG0009002	0	1	1	0	3	1	6
OG0009003	0	1	0	1	4	0	6
OG0009004	0	1	1	1	1	2	6
OG0009005	0	2	2	0	1	1	6
OG0009006	0	6	0	0	0	0	6
OG0009007	0	6	0	0	0	0	6
OG0009008	0	3	0	0	3	0	6
OG0009009	0	6	0	0	0	0	6
OG0009010	0	1	1	1	2	1	6
OG0009011	0	4	0	1	1	0	6
OG0009012	0	1	1	0	0	4	6
OG0009013	0	1	1	1	2	1	6
OG0009014	0	1	2	1	1	1	6
OG0009015	0	2	1	0	1	2	6
OG0009016	0	1	1	1	2	1	6
OG0009017	0	1	2	1	1	1	6
OG0009018	0	1	1	1	1	2	6
OG0009019	0	1	1	1	2	1	6
OG0009020	0	1	1	1	2	1	6
OG0009021	0	1	1	1	2	1	6
OG0009022	0	1	2	0	1	2	6
OG0009023	0	1	1	1	2	1	6
OG0009024	0	1	1	2	1	1	6
OG0009025	0	6	0	0	0	0	6
OG0009026	0	2	1	1	1	1	6
OG0009027	0	1	1	1	1	2	6
OG0009028	0	1	0	1	1	3	6
OG0009029	0	1	1	2	1	1	6
OG0009030	0	1	1	2	1	1	6
OG0009031	0	6	0	0	0	0	6
OG0009032	0	2	1	1	1	1	6
OG0009033	0	2	1	1	1	1	6
OG0009034	0	6	0	0	0	0	6
OG0009035	0	1	1	1	1	2	6
OG0009036	0	3	0	0	3	0	6
OG0009037	0	1	2	1	1	1	6
OG0009038	0	1	0	1	3	1	6
OG0009039	0	1	1	1	1	2	6
OG0009040	0	1	1	1	2	1	6
OG0009041	0	1	1	2	1	1	6
OG0009042	0	2	1	1	1	1	6
OG0009043	0	1	1	1	1	2	6
OG0009044	0	6	0	0	0	0	6
OG0009045	0	2	1	0	2	1	6
OG0009046	0	3	0	1	2	0	6
OG0009047	0	4	1	0	0	1	6
OG0009048	0	2	1	1	1	1	6
OG0009049	0	2	2	1	1	0	6
OG0009050	0	1	2	1	1	1	6
OG0009051	0	1	1	2	1	1	6
OG0009052	0	2	1	1	1	1	6
OG0009053	0	1	1	1	1	2	6
OG0009054	0	1	1	1	1	2	6
OG0009055	0	1	1	1	2	1	6
OG0009056	0	2	1	1	1	1	6
OG0009057	0	1	2	1	1	1	6
OG0009058	0	1	1	1	2	1	6
OG0009059	0	1	2	1	1	1	6
OG0009060	0	1	1	2	1	1	6
OG0009061	0	1	1	2	1	1	6
OG0009062	0	2	2	1	1	0	6
OG0009063	0	1	1	2	2	0	6
OG0009064	0	1	2	1	1	1	6
OG0009065	0	2	1	1	1	1	6
OG0009066	0	2	1	0	2	1	6
OG0009067	0	1	1	1	1	2	6
OG0009068	0	1	2	1	1	1	6
OG0009069	0	1	1	1	2	1	6
OG0009070	0	2	2	0	1	1	6
OG0009071	0	2	0	1	2	1	6
OG0009072	0	1	2	1	1	1	6
OG0009073	0	2	1	1	1	1	6
OG0009074	0	1	1	2	1	1	6
OG0009075	0	1	2	1	1	1	6
OG0009076	0	1	2	1	1	1	6
OG0009077	0	1	2	0	1	2	6
OG0009078	0	2	2	0	1	1	6
OG0009079	0	1	1	1	2	1	6
OG0009080	0	2	0	0	4	0	6
OG0009081	0	1	2	1	1	1	6
OG0009082	0	1	2	1	1	1	6
OG0009083	0	1	2	1	1	1	6
OG0009084	0	1	1	2	1	1	6
OG0009085	0	1	1	2	1	1	6
OG0009086	0	1	3	0	1	1	6
OG0009087	0	1	1	1	1	2	6
OG0009088	0	1	2	1	1	1	6
OG0009089	0	1	1	1	2	1	6
OG0009090	0	1	1	1	1	2	6
OG0009091	0	1	1	0	1	3	6
OG0009092	0	1	2	0	1	2	6
OG0009093	0	2	1	0	3	0	6
OG0009094	0	1	2	1	1	1	6
OG0009095	0	1	1	1	2	1	6
OG0009096	0	1	2	1	1	1	6
OG0009097	0	1	2	1	1	1	6
OG0009098	0	3	0	1	1	1	6
OG0009099	0	1	1	1	2	1	6
OG0009100	0	2	2	1	0	1	6
OG0009101	0	1	4	0	0	1	6
OG0009102	0	1	2	0	1	2	6
OG0009103	0	1	1	1	2	1	6
OG0009104	0	1	1	2	1	1	6
OG0009105	0	1	1	1	1	2	6
OG0009106	0	2	0	1	3	0	6
OG0009107	0	6	0	0	0	0	6
OG0009108	0	2	2	0	1	1	6
OG0009109	0	1	1	1	1	2	6
OG0009110	0	1	2	1	1	1	6
OG0009111	0	1	1	1	1	2	6
OG0009112	0	1	1	1	1	2	6
OG0009113	0	1	1	1	2	1	6
OG0009114	0	1	1	1	1	2	6
OG0009115	0	1	2	0	1	2	6
OG0009116	0	1	0	1	4	0	6
OG0009117	0	1	1	1	1	2	6
OG0009118	0	2	1	1	1	1	6
OG0009119	0	1	1	1	2	1	6
OG0009120	0	2	1	1	1	1	6
OG0009121	0	1	2	1	1	1	6
OG0009122	0	1	2	1	1	1	6
OG0009123	0	1	2	1	1	1	6
OG0009124	0	2	2	0	1	1	6
OG0009125	0	1	1	1	1	2	6
OG0009126	0	2	1	1	1	1	6
OG0009127	0	1	1	1	2	1	6
OG0009128	0	0	6	0	0	0	6
OG0009129	0	0	4	0	0	2	6
OG0009130	0	0	3	0	0	3	6
OG0009131	0	0	5	0	0	1	6
OG0009132	0	0	2	0	2	2	6
OG0009133	0	0	5	0	0	1	6
OG0009134	0	0	6	0	0	0	6
OG0009135	0	0	3	1	1	1	6
OG0009136	0	0	3	0	1	2	6
OG0009137	0	0	6	0	0	0	6
OG0009138	0	0	3	0	2	1	6
OG0009139	0	0	1	1	3	1	6
OG0009140	0	0	6	0	0	0	6
OG0009141	0	0	5	0	1	0	6
OG0009142	0	0	1	3	2	0	6
OG0009143	0	0	2	0	0	4	6
OG0009144	0	0	2	0	0	4	6
OG0009145	0	0	5	0	1	0	6
OG0009146	0	0	5	0	0	1	6
OG0009147	0	0	5	0	0	1	6
OG0009148	0	0	2	1	1	2	6
OG0009149	0	0	1	0	4	1	6
OG0009150	0	0	2	0	3	1	6
OG0009151	0	0	6	0	0	0	6
OG0009152	0	0	6	0	0	0	6
OG0009153	0	0	1	1	2	2	6
OG0009154	0	0	1	1	1	3	6
OG0009155	0	0	6	0	0	0	6
OG0009156	0	0	2	1	2	1	6
OG0009157	0	0	2	1	1	2	6
OG0009158	0	0	5	0	0	1	6
OG0009159	0	0	2	0	0	4	6
OG0009160	0	0	4	0	1	1	6
OG0009161	0	0	2	0	0	4	6
OG0009162	0	0	4	0	0	2	6
OG0009163	0	0	1	1	2	2	6
OG0009164	0	0	4	0	0	2	6
OG0009165	0	0	1	0	0	5	6
OG0009166	0	0	1	0	0	5	6
OG0009167	0	0	1	1	1	3	6
OG0009168	0	0	0	5	1	0	6
OG0009169	0	0	0	1	5	0	6
OG0009170	0	0	0	6	0	0	6
OG0009171	0	0	0	1	5	0	6
OG0009172	0	0	0	1	5	0	6
OG0009173	0	0	0	0	6	0	6
OG0009174	0	0	0	0	6	0	6
OG0009175	0	0	0	0	6	0	6
OG0009176	0	0	0	0	6	0	6
OG0009177	0	0	0	0	6	0	6
OG0009178	0	0	0	0	6	0	6
OG0009179	0	0	0	0	6	0	6
OG0009180	0	0	0	0	6	0	6
OG0009181	0	0	0	0	0	6	6
OG0009182	0	0	0	0	0	6	6
OG0009183	0	0	0	0	0	6	6
OG0009184	0	0	0	0	0	6	6
OG0009185	0	0	0	0	0	6	6
OG0009186	2	1	0	2	0	0	5
OG0009187	5	0	0	0	0	0	5
OG0009188	1	1	1	1	0	1	5
OG0009189	1	1	1	0	1	1	5
OG0009190	1	1	1	1	0	1	5
OG0009191	1	1	0	1	1	1	5
OG0009192	1	1	1	0	1	1	5
OG0009193	1	0	1	1	1	1	5
OG0009194	1	1	0	1	1	1	5
OG0009195	1	0	1	1	1	1	5
OG0009196	1	1	1	0	1	1	5
OG0009197	1	0	1	1	1	1	5
OG0009198	1	1	1	1	1	0	5
OG0009199	1	1	1	1	1	0	5
OG0009200	1	1	1	1	0	1	5
OG0009201	1	1	1	0	1	1	5
OG0009202	1	1	1	0	1	1	5
OG0009203	1	0	1	1	1	1	5
OG0009204	1	0	1	1	1	1	5
OG0009205	1	1	0	1	1	1	5
OG0009206	1	1	1	1	1	0	5
OG0009207	1	1	1	1	0	1	5
OG0009208	1	0	1	1	1	1	5
OG0009209	1	0	1	1	1	1	5
OG0009210	1	0	1	1	1	1	5
OG0009211	1	1	1	0	1	1	5
OG0009212	1	1	1	1	1	0	5
OG0009213	1	1	0	1	1	1	5
OG0009214	1	1	1	1	0	1	5
OG0009215	1	1	1	1	1	0	5
OG0009216	1	0	1	1	1	1	5
OG0009217	1	1	0	1	1	1	5
OG0009218	1	0	1	1	1	1	5
OG0009219	1	1	1	1	1	0	5
OG0009220	1	1	1	0	1	1	5
OG0009221	1	0	1	1	1	1	5
OG0009222	1	1	1	1	0	1	5
OG0009223	1	0	1	1	1	1	5
OG0009224	1	1	1	0	1	1	5
OG0009225	1	1	1	0	1	1	5
OG0009226	1	0	1	1	1	1	5
OG0009227	1	0	1	1	1	1	5
OG0009228	1	1	1	0	1	1	5
OG0009229	1	1	1	0	1	1	5
OG0009230	1	1	1	0	1	1	5
OG0009231	5	0	0	0	0	0	5
OG0009232	1	1	1	1	1	0	5
OG0009233	1	1	0	1	1	1	5
OG0009234	1	0	1	2	0	1	5
OG0009235	1	0	1	1	1	1	5
OG0009236	1	1	1	1	1	0	5
OG0009237	1	0	1	1	1	1	5
OG0009238	1	1	1	0	1	1	5
OG0009239	5	0	0	0	0	0	5
OG0009240	1	1	1	1	1	0	5
OG0009241	1	1	1	1	0	1	5
OG0009242	1	0	1	1	1	1	5
OG0009243	1	1	0	1	1	1	5
OG0009244	1	0	1	1	1	1	5
OG0009245	5	0	0	0	0	0	5
OG0009246	1	1	1	1	1	0	5
OG0009247	1	1	1	1	1	0	5
OG0009248	1	1	1	1	0	1	5
OG0009249	1	1	1	0	1	1	5
OG0009250	1	0	1	1	1	1	5
OG0009251	1	0	1	1	1	1	5
OG0009252	1	0	1	1	1	1	5
OG0009253	1	0	1	0	1	2	5
OG0009254	1	0	1	1	1	1	5
OG0009255	5	0	0	0	0	0	5
OG0009256	2	3	0	0	0	0	5
OG0009257	1	0	1	1	1	1	5
OG0009258	1	1	0	1	1	1	5
OG0009259	1	1	1	0	1	1	5
OG0009260	1	1	0	1	1	1	5
OG0009261	1	1	1	1	0	1	5
OG0009262	1	1	1	1	0	1	5
OG0009263	1	0	1	1	1	1	5
OG0009264	5	0	0	0	0	0	5
OG0009265	1	1	1	0	1	1	5
OG0009266	1	0	1	1	1	1	5
OG0009267	1	0	1	1	1	1	5
OG0009268	1	1	1	1	1	0	5
OG0009269	1	0	1	1	1	1	5
OG0009270	5	0	0	0	0	0	5
OG0009271	1	1	1	1	1	0	5
OG0009272	1	4	0	0	0	0	5
OG0009273	1	1	1	1	0	1	5
OG0009274	1	1	1	1	0	1	5
OG0009275	1	1	1	0	1	1	5
OG0009276	1	0	1	1	1	1	5
OG0009277	1	1	1	1	1	0	5
OG0009278	1	0	1	1	1	1	5
OG0009279	1	1	1	1	0	1	5
OG0009280	5	0	0	0	0	0	5
OG0009281	1	0	1	1	1	1	5
OG0009282	1	1	1	0	1	1	5
OG0009283	5	0	0	0	0	0	5
OG0009284	1	1	1	0	1	1	5
OG0009285	1	1	1	1	1	0	5
OG0009286	1	1	0	1	1	1	5
OG0009287	1	0	1	1	1	1	5
OG0009288	1	0	1	1	1	1	5
OG0009289	1	1	1	0	1	1	5
OG0009290	1	1	1	1	0	1	5
OG0009291	1	1	1	1	1	0	5
OG0009292	1	1	0	1	1	1	5
OG0009293	1	1	1	0	1	1	5
OG0009294	5	0	0	0	0	0	5
OG0009295	1	1	1	0	1	1	5
OG0009296	2	1	1	0	1	0	5
OG0009297	1	1	1	1	0	1	5
OG0009298	1	1	1	0	1	1	5
OG0009299	1	1	1	1	0	1	5
OG0009300	1	1	1	1	1	0	5
OG0009301	1	1	0	1	1	1	5
OG0009302	1	1	1	1	0	1	5
OG0009303	1	1	0	1	1	1	5
OG0009304	5	0	0	0	0	0	5
OG0009305	1	0	1	1	1	1	5
OG0009306	1	0	1	1	1	1	5
OG0009307	2	1	0	1	0	1	5
OG0009308	1	1	1	0	1	1	5
OG0009309	1	1	1	1	1	0	5
OG0009310	1	1	1	1	0	1	5
OG0009311	1	0	1	1	1	1	5
OG0009312	1	1	1	1	1	0	5
OG0009313	1	0	1	1	1	1	5
OG0009314	1	0	1	1	1	1	5
OG0009315	1	1	0	1	1	1	5
OG0009316	1	1	1	1	1	0	5
OG0009317	1	1	1	0	1	1	5
OG0009318	1	1	0	1	1	1	5
OG0009319	5	0	0	0	0	0	5
OG0009320	1	1	1	0	1	1	5
OG0009321	1	0	1	1	1	1	5
OG0009322	1	0	1	1	1	1	5
OG0009323	1	1	1	0	1	1	5
OG0009324	1	1	1	0	1	1	5
OG0009325	1	1	1	0	1	1	5
OG0009326	1	1	1	0	1	1	5
OG0009327	1	0	1	1	1	1	5
OG0009328	1	1	1	0	1	1	5
OG0009329	1	1	1	1	0	1	5
OG0009330	1	1	1	1	0	1	5
OG0009331	1	1	1	1	1	0	5
OG0009332	1	1	0	1	1	1	5
OG0009333	1	1	1	0	1	1	5
OG0009334	1	0	1	1	1	1	5
OG0009335	1	0	1	1	1	1	5
OG0009336	1	1	1	0	1	1	5
OG0009337	1	0	1	0	0	3	5
OG0009338	1	1	1	1	1	0	5
OG0009339	1	1	1	1	0	1	5
OG0009340	1	0	1	1	1	1	5
OG0009341	1	1	1	1	0	1	5
OG0009342	1	1	1	1	0	1	5
OG0009343	1	0	1	1	1	1	5
OG0009344	1	1	1	1	0	1	5
OG0009345	1	0	1	1	1	1	5
OG0009346	5	0	0	0	0	0	5
OG0009347	2	0	2	0	0	1	5
OG0009348	1	1	1	0	1	1	5
OG0009349	5	0	0	0	0	0	5
OG0009350	5	0	0	0	0	0	5
OG0009351	1	1	1	0	1	1	5
OG0009352	1	1	1	1	1	0	5
OG0009353	1	0	1	1	1	1	5
OG0009354	1	1	1	0	1	1	5
OG0009355	2	1	0	1	1	0	5
OG0009356	1	1	0	1	1	1	5
OG0009357	1	1	1	0	1	1	5
OG0009358	1	1	1	1	0	1	5
OG0009359	1	1	1	1	1	0	5
OG0009360	5	0	0	0	0	0	5
OG0009361	5	0	0	0	0	0	5
OG0009362	1	0	1	1	1	1	5
OG0009363	1	1	1	1	0	1	5
OG0009364	5	0	0	0	0	0	5
OG0009365	1	1	1	0	1	1	5
OG0009366	1	1	1	1	0	1	5
OG0009367	1	1	1	0	1	1	5
OG0009368	5	0	0	0	0	0	5
OG0009369	1	1	1	1	1	0	5
OG0009370	1	1	1	0	1	1	5
OG0009371	1	0	1	1	1	1	5
OG0009372	1	1	0	1	1	1	5
OG0009373	1	1	1	0	1	1	5
OG0009374	1	1	1	0	1	1	5
OG0009375	1	1	1	1	0	1	5
OG0009376	1	1	1	1	1	0	5
OG0009377	5	0	0	0	0	0	5
OG0009378	1	1	1	1	1	0	5
OG0009379	1	0	1	1	1	1	5
OG0009380	1	1	0	1	1	1	5
OG0009381	1	1	1	1	0	1	5
OG0009382	1	1	1	1	0	1	5
OG0009383	1	2	1	0	1	0	5
OG0009384	1	0	1	1	1	1	5
OG0009385	1	0	1	1	1	1	5
OG0009386	1	0	1	1	1	1	5
OG0009387	1	1	0	1	1	1	5
OG0009388	1	1	0	1	1	1	5
OG0009389	1	0	1	1	0	2	5
OG0009390	1	0	1	1	1	1	5
OG0009391	1	0	1	1	1	1	5
OG0009392	1	0	2	1	0	1	5
OG0009393	1	1	1	1	0	1	5
OG0009394	1	0	1	1	1	1	5
OG0009395	1	0	1	1	1	1	5
OG0009396	2	1	1	0	1	0	5
OG0009397	1	1	1	0	1	1	5
OG0009398	1	1	1	0	1	1	5
OG0009399	2	1	1	0	1	0	5
OG0009400	1	0	1	1	1	1	5
OG0009401	5	0	0	0	0	0	5
OG0009402	1	1	1	0	1	1	5
OG0009403	1	1	1	1	1	0	5
OG0009404	5	0	0	0	0	0	5
OG0009405	1	1	1	1	1	0	5
OG0009406	1	0	1	1	1	1	5
OG0009407	1	1	1	1	1	0	5
OG0009408	1	1	1	1	0	1	5
OG0009409	1	0	1	1	1	1	5
OG0009410	5	0	0	0	0	0	5
OG0009411	1	1	0	1	1	1	5
OG0009412	1	1	1	0	1	1	5
OG0009413	1	1	1	1	0	1	5
OG0009414	1	1	1	0	0	2	5
OG0009415	5	0	0	0	0	0	5
OG0009416	1	0	1	1	1	1	5
OG0009417	1	0	1	1	1	1	5
OG0009418	5	0	0	0	0	0	5
OG0009419	1	1	1	1	1	0	5
OG0009420	5	0	0	0	0	0	5
OG0009421	1	1	0	1	1	1	5
OG0009422	1	0	2	1	0	1	5
OG0009423	1	1	1	1	1	0	5
OG0009424	5	0	0	0	0	0	5
OG0009425	1	1	1	0	1	1	5
OG0009426	1	1	1	1	0	1	5
OG0009427	1	1	1	0	1	1	5
OG0009428	1	1	1	0	1	1	5
OG0009429	1	1	0	1	1	1	5
OG0009430	1	1	1	0	1	1	5
OG0009431	1	1	1	1	0	1	5
OG0009432	5	0	0	0	0	0	5
OG0009433	1	0	1	1	1	1	5
OG0009434	1	1	1	0	1	1	5
OG0009435	1	1	1	1	1	0	5
OG0009436	1	1	1	1	0	1	5
OG0009437	5	0	0	0	0	0	5
OG0009438	1	1	0	1	1	1	5
OG0009439	1	1	1	1	0	1	5
OG0009440	1	1	1	0	1	1	5
OG0009441	1	1	1	1	1	0	5
OG0009442	1	1	1	1	0	1	5
OG0009443	1	1	1	0	1	1	5
OG0009444	2	1	1	0	0	1	5
OG0009445	1	1	0	1	1	1	5
OG0009446	1	0	1	1	1	1	5
OG0009447	1	1	1	0	1	1	5
